학과_계열,n,universities,admission_median,admission_mean,A_median,CD_median,employment_median,lift_vs_overall_median
고고문화인류,1,1,67.33,67.33,72.09125540238131,8.530210628811561,57.142857142857146,-5.670000000000002
금융보험,2,2,67.265,67.265,31.01018508828216,26.12011847393368,64.81481481481481,-5.734999999999999
공업화,1,1,67.23,67.23,31.315848755805085,28.76594233035281,80.64516129032258,-5.769999999999996
컴퓨터인공지능컴퓨팅,1,1,67.225,67.225,30.684885290148447,17.724599961442067,,-5.775000000000006
호텔외식경영,1,1,67.17,67.17,38.51351351351352,12.162162162162163,60.869565217391305,-5.829999999999998
문화콘텐츠,8,8,67.115,59.22102891156463,42.784255545106106,18.677493993947543,65.87096774193549,-5.885000000000005
생명화학공,2,2,67.11136363636363,67.11136363636363,41.86917052051598,16.829029251832587,54.629156010230176,-5.8886363636363654
패션마케팅,1,1,67.04197530864197,67.04197530864197,39.77479518530158,17.50261271203163,,-5.958024691358034
멀티미디어,3,3,67.0,58.60999999999999,30.6474402715054,20.3407958412268,55.55555555555556,-6.0
디지털미디어디자인,2,2,67.0,67.0,38.79620991568843,9.66869765783341,55.08744038155803,-6.0
광고사진영상,1,1,67.0,67.0,28.935921260926424,8.162984376075435,66.66666666666667,-6.0
스포츠교육,1,1,67.0,67.0,50.53336746885134,12.271718723331627,78.37837837837837,-6.0
조경도시,1,1,67.0,67.0,56.64926671638081,0.6711409395973155,53.84615384615385,-6.0
청소년문화・상담,1,1,67.0,67.0,41.6314910416034,17.69055572426359,56.52173913043478,-6.0
정밀기계공,1,1,66.969,66.969,38.34613628350298,19.56654933037392,62.5,-6.031000000000006
글로벌무역,2,2,66.91499999999999,66.91499999999999,41.04565273714339,15.55654989819952,59.57446808510638,-6.085000000000008
산림자원,2,2,66.91499999999999,66.91499999999999,39.85255369124613,20.083991046388803,64.08602150537634,-6.085000000000008
국제개발협력,2,2,66.88499999999999,66.88499999999999,40.12783120465716,17.5406732593786,42.85714285714285,-6.115000000000009
신소재공정보소재공학,1,1,66.83,66.83,60.910577515856346,12.343918163484949,67.85714285714286,-6.170000000000002
융합기술공,1,1,66.83,66.83,57.143126627010574,14.01637385716262,61.11111111111112,-6.170000000000002
스마트배터리,1,1,66.7,66.7,25.801385309278352,19.80106314432989,,-6.299999999999997
유아교육,3,3,66.67,69.57333333333334,64.24883471868954,2.8535700811741656,67.74193548387096,-6.329999999999998
빅데이터경영,1,1,66.67,66.67,30.047142410295365,23.247240716743377,,-6.329999999999998
프랑스·아프리카,1,1,66.67,66.67,64.76589289720225,8.316864471055752,50.0,-6.329999999999998
예술치료,1,1,66.63,66.63,50.5886372510738,13.198945724326435,,-6.3700000000000045
유아특수교육과,3,3,66.6,56.54666666666666,38.27035773637715,22.674772036474163,43.18181818181818,-6.400000000000006
한국어교육과,1,1,66.54814814814814,66.54814814814814,25.85659231851888,31.37242587977598,,-6.451851851851856
스포츠융합과,1,1,66.5,66.5,70.5498417721519,7.854694092827005,65.38461538461539,-6.5
철도건설공,1,1,66.4,66.4,36.99049096912722,16.069720863932446,,-6.599999999999994
반도체과학기술,1,1,66.33,66.33,44.87103631144129,23.905580026150663,65.21739130434783,-6.670000000000002
빅데이터AI,1,1,66.33,66.33,38.196956606560576,17.55427663666007,,-6.670000000000002
방사선,14,14,66.27250000000001,62.94392857142857,39.58923787177517,20.172158788085014,81.40625,-6.727499999999992
철도운전시스템,2,2,66.18115384615385,66.18115384615385,36.85886435564605,25.112167342141966,63.333333333333336,-6.8188461538461524
산림,1,1,66.17,66.17,33.35860058309038,27.545189504373177,56.66666666666666,-6.829999999999998
예술심리치료,1,1,66.1,66.1,34.909401945441715,22.269784283040288,60.0,-6.900000000000006
뷰티디자인,2,2,66.075,66.075,38.163761789799295,16.442671022782022,71.26328955597248,-6.924999999999997
금융정보공,1,1,66.0,66.0,28.4746665918748,32.52651605454197,72.5,-7.0
보건의료경영,1,1,66.0,66.0,37.19903691813804,25.42134831460674,77.77777777777777,-7.0
유니버설아트디자인,1,1,66.0,66.0,36.36363636363637,27.272727272727277,,-7.0
토목/환경/자원․에너지공,1,1,65.9976,65.9976,49.03733541700347,16.45443767850407,57.5,-7.002399999999994
디지털헬스케어,2,2,65.95,65.95,36.8500822848649,18.88596910336041,,-7.049999999999997
기계시스템공,6,6,65.88085714285714,64.82675022045855,38.0180721610854,17.549878966183837,66.16915422885572,-7.119142857142862
응용화,3,3,65.851,72.95033333333333,37.468671679198,17.373365260637318,63.46153846153847,-7.149000000000001
식품생명공,9,9,65.83,61.06555555555556,37.38570517882799,21.9353288741306,69.31818181818181,-7.170000000000002
새마을국제개발,1,1,65.83,65.83,39.96285404736109,27.159108497136664,54.054054054054056,-7.170000000000002
제어로봇공,1,1,65.83,65.83,48.88676591566489,19.56717883395696,,-7.170000000000002
식품외식산업,1,1,65.827,65.827,33.65211698193794,20.132121702577244,68.57142857142857,-7.173000000000002
원예생명과,2,2,65.75,65.75,40.60552735241101,21.879168877091313,51.361161524500915,-7.25
IT금융,1,1,65.75,65.75,35.50194833889045,23.08078576306592,0.0,-7.25
전기・전자・통신공학교육과,1,1,65.75,65.75,35.75040140125529,25.79097941906291,40.74074074074074,-7.25
경제통상,2,2,65.738,65.738,43.94337069941121,17.924652762198193,47.426067907995616,-7.2620000000000005
디지털금융경영,1,1,65.67,65.67,40.27272727272727,16.227272727272727,,-7.329999999999998
시스템제어공,1,1,65.67,65.67,45.08994504031185,16.815969784277172,86.66666666666667,-7.329999999999998
화장품과,1,1,65.67,65.67,52.77777777777778,7.3232323232323235,,-7.329999999999998
스마트플랜트공,1,1,65.66300000000001,65.66300000000001,27.126436781609197,25.20689655172414,,-7.336999999999989
경영정보,6,6,65.58,64.44283950617283,35.44474200564402,24.36656030781898,69.23076923076923,-7.420000000000002
금속재료공,1,1,65.565,65.565,49.45054945054945,3.8461538461538463,,-7.435000000000002
축산,2,2,65.5205,65.5205,35.5316769252866,25.81832287005343,80.64516129032258,-7.479500000000002
AI소프트웨어,4,4,65.5,58.956802884615385,36.30574617982196,24.149201826148236,,-7.5
휴먼케어,1,1,65.5,65.5,30.726840363937136,20.122518610421835,70.58823529411765,-7.5
우주공,1,1,65.45400000000001,65.45400000000001,41.9811320754717,9.433962264150944,,-7.545999999999992
보건안전,1,1,65.4,65.4,33.333333333333336,23.333333333333336,,-7.599999999999994
건설방재공,1,1,65.365,65.365,15.09906899021246,41.889472427787055,,-7.635000000000005
위치정보시스템,1,1,65.334,65.334,27.42690058479532,23.678894205209996,,-7.665999999999997
국가안보,1,1,65.33,65.33,51.74418604651163,6.365276663993585,100.0,-7.670000000000002
특용식물,1,1,65.33,65.33,31.288261911099283,30.67607133351078,100.0,-7.670000000000002
나노신소재공,1,1,65.218,65.218,25.23809523809524,20.476190476190474,,-7.7819999999999965
상담심리,8,8,65.21428571428572,66.35857142857142,37.328826351897646,18.218768391562612,50.0,-7.785714285714278
회계세무,6,6,65.16499999999999,63.056666666666665,33.71047030044319,28.211802649401367,47.02702702702703,-7.835000000000008
섬유시스템공,1,1,65.063,65.063,29.522458864118896,26.758227176220807,51.851851851851855,-7.936999999999998
항공운항,8,8,65.0,66.82286764705883,46.47486031843597,13.761770927303496,54.54545454545455,-8.0
경찰과학수사,1,1,65.0,65.0,30.384615384615387,29.285714285714285,,-8.0
첨단소재공,1,1,65.0,65.0,32.17484072604881,21.32317586248347,,-8.0
스마트생물산업기계공,1,1,64.931,64.931,29.41176470588235,23.529411764705884,,-8.069000000000003
농업토목공,1,1,64.876,64.876,33.333333333333336,33.333333333333336,100.0,-8.123999999999995
응용생명과,1,1,64.848,64.848,50.0,30.0,,-8.152000000000001
동물보건생명과,1,1,64.83,64.83,41.45032051282051,21.995192307692307,,-8.170000000000002
생활체육지도,1,1,64.83,64.83,35.7388178913738,20.59961204929256,72.72727272727273,-8.170000000000002
컴퓨터정보통신공,1,1,64.8,64.8,37.03152557319224,24.70238095238096,,-8.200000000000003
바이오섬유소재,1,1,64.755,64.755,33.75164520267231,20.68332139346584,73.91304347826087,-8.245000000000005
스포츠청소년지도,1,1,64.75,64.75,46.50284900284901,19.05982905982906,65.0,-8.25
재활복지,1,1,64.75,64.75,23.22489574491641,27.214267262058527,76.66666666666667,-8.25
산림과학.조경,1,1,64.736,64.736,3.571428571428572,64.28571428571429,,-8.263999999999996
환경공,18,18,64.7105,65.5114349593496,36.63960629245868,22.495433278725997,54.470588235294116,-8.289500000000004
건축토목공,1,1,64.67,64.67,43.27429622567007,15.805427946799188,68.75,-8.329999999999998
기계공기계공학,1,1,64.67,64.67,45.333333333333336,14.666666666666666,100.0,-8.329999999999998
식품경제외식,1,1,64.67,64.67,34.05268325031149,28.25229313832915,35.55555555555556,-8.329999999999998
신소재공금속시스템공학,1,1,64.67,64.67,52.0,20.55739058629232,53.84615384615385,-8.329999999999998
신소재공전자재료공학,1,1,64.67,64.67,46.17378866440193,15.375197257441368,51.851851851851855,-8.329999999999998
영어영문영어,1,1,64.67,64.67,35.05499760879962,23.625059780009565,,-8.329999999999998
작곡과,1,1,64.67,64.67,62.304841064809615,5.594244137431828,50.0,-8.329999999999998
부동산지적,1,1,64.665,64.665,34.52890554411744,27.63949165345933,46.15384615384615,-8.334999999999994
노인체육복지,2,2,64.65125,64.65125,40.7632375004716,23.686628932657666,81.5548780487805,-8.348749999999995
말/특수동물,1,1,64.64500000000001,64.64500000000001,38.86810460011453,19.346249284214544,50.0,-8.35499999999999
고고인류,1,1,64.568,64.568,33.396946564885496,27.67175572519084,50.0,-8.432000000000002
식물의,3,3,64.538,65.99933333333333,40.959460964472655,22.926499433019707,59.21052631578947,-8.462000000000003
곤충생명과,1,1,64.537,64.537,33.951994590939826,23.935091277890464,100.0,-8.462999999999994
서양화과,2,2,64.5,64.5,55.06460731159913,5.333039305209535,66.57894736842105,-8.5
환경생명화,2,2,64.5,64.5,44.08178317851518,22.4991458296075,,-8.5
디지털보안,1,1,64.5,64.5,39.9518009485632,15.86787659868141,67.6470588235294,-8.5
해양메카트로닉스,1,1,64.5,64.5,55.85602853226257,18.239135621252007,80.3030303030303,-8.5
스마트미디어,1,1,64.44,64.44,38.3450271217277,19.26063811866177,57.142857142857146,-8.560000000000002
원예,3,3,64.43,65.81,38.969920716576894,24.093082370029656,55.172413793103445,-8.569999999999993
프라마나,1,1,64.4,64.4,57.18181818181819,14.636363636363637,,-8.599999999999994
생물환경화,2,2,64.36500000000001,64.36500000000001,49.43337550073793,16.989521312309794,60.0,-8.634999999999991
정보통신공학,1,1,64.33,64.33,36.90250388021546,25.691077786907695,,-8.670000000000002
지능로봇,1,1,64.33,64.33,28.41674869387446,25.043537517982887,,-8.670000000000002
스페인어중남미,1,1,64.32592592592592,64.32592592592592,32.80462026272082,28.304393779254116,53.65853658536585,-8.674074074074085
로봇공,4,4,64.15768292682927,66.79634146341463,37.97762660368126,22.443436212289345,75.0,-8.842317073170733
가정교육과,9,9,64.15700000000001,59.245777777777775,43.945542472666105,8.814129520605551,50.0,-8.84299999999999
원예과,3,3,64.155,64.095,30.583161074892672,29.785105543363123,76.92307692307692,-8.844999999999999
국제물류,2,2,64.025,64.025,36.60688242451668,24.848758956063467,34.42622950819672,-8.974999999999994
산림생태보호,1,1,64.01299999999999,64.01299999999999,40.37227214377407,17.490372272143773,,-8.987000000000009
미래자동차공,7,7,64.0,66.85214285714287,33.08107311863596,20.45912745856483,78.26086956521739,-9.0
건설시스템공,4,4,64.0,66.46000000000001,31.97414060306177,29.943430709572873,55.376623376623385,-9.0
유통마케팅,2,2,64.0,64.0,29.826930828969278,26.304868346984655,56.191369606003754,-9.0
관광항공서비스,1,1,64.0,64.0,50.33772010741447,8.503218334255784,68.96551724137932,-9.0
한국언어문화,1,1,64.0,64.0,77.5889880103471,5.191254143266025,50.0,-9.0
항공정비기계,1,1,63.9,63.9,41.85579572146205,5.241649647286925,,-9.100000000000001
지질과,1,1,63.830000000000005,63.830000000000005,34.10015408320493,32.55546995377504,58.333333333333336,-9.169999999999995
기계융합공,1,1,63.83,63.83,51.99324602586277,10.541759327897209,71.42857142857143,-9.170000000000002
VD_비주얼디자인,1,1,63.8,63.8,25.86206896551724,30.85174002860321,,-9.200000000000003
보건행정경영,1,1,63.79999999999999,63.79999999999999,38.539315982147336,12.34098925162563,76.74418604651163,-9.20000000000001
메카트로닉스공,4,4,63.790465116279066,61.27023255813953,36.36037535714009,23.229100116501936,67.74193548387096,-9.209534883720934
섬유패션디자인섬유공학,1,1,63.711000000000006,63.711000000000006,41.14261991441528,16.54148304272849,36.36363636363637,-9.288999999999994
일본언어문화,2,2,63.7,63.7,38.43194929261849,19.241763201562918,58.231368186874306,-9.299999999999997
스포츠과,12,12,63.68125,63.232375,41.8148393007111,17.491891407023036,70.62324929971989,-9.318750000000001
농생물,1,1,63.67,63.67,47.24556489262372,18.678804855275445,36.0,-9.329999999999998
바이오메디컬공,1,1,63.67,63.67,53.18072503785517,17.109423710697428,59.25925925925926,-9.329999999999998
동물생명공,2,2,63.6415,63.6415,38.179802785764565,25.15730606769407,65.73275862068965,-9.3585
철도,1,1,63.61,63.61,40.27387640449438,31.9873595505618,16.0,-9.39
기계공스마트제조융합,1,1,63.33,63.33,33.333333333333336,41.66666666666666,,-9.670000000000002
파이버시스템공,1,1,63.33,63.33,37.27318548387097,24.87625361869313,69.6969696969697,-9.670000000000002
해양공간건축,1,1,63.33,63.33,40.63056480902867,22.284608119981392,48.48484848484848,-9.670000000000002
해양신소재융합공,1,1,63.33,63.33,50.21622616336577,17.323396130931844,70.0,-9.670000000000002
스포츠복지,1,1,63.3,63.3,73.61111111111111,6.25,,-9.700000000000003
토목공,14,14,63.18256097560976,63.71489882069151,37.393256309958396,23.84420184650763,65.15151515151516,-9.81743902439024
에너지융합공,1,1,63.17,63.17,45.97395322783924,16.96120991457779,,-9.829999999999998
영어영문영어영문학,1,1,63.17,63.17,56.373194221508825,14.581861958266453,,-9.829999999999998
유럽언어문화,2,2,63.165,63.165,27.630036630036635,28.31776556776557,0.0,-9.835
산업디자인,9,9,63.0,67.53777777777778,44.696969696969695,14.549295586029569,58.8235294117647,-10.0
LF_라이프스타일디자인,1,1,63.0,63.0,27.939151982378853,27.730687539332912,,-10.0
기독교사회복지,1,1,63.0,63.0,30.791740282685517,7.198069156991419,,-10.0
소방재난관리,1,1,63.0,63.0,36.08602883758785,21.95621569899805,60.0,-10.0
토지행정,1,1,63.0,63.0,30.60090295257501,22.761596548004317,55.172413793103445,-10.0
해양영어영문,1,1,63.0,63.0,40.71261682242991,23.361830926083265,,-10.0
공항행정,1,1,62.9,62.9,44.53543315210102,12.429200755191946,46.42857142857143,-10.100000000000001
생물산업기계공,2,2,62.75,62.75,43.40832294675861,24.063783761221387,83.33333333333334,-10.25
관광개발,2,2,62.71,62.71,38.777554599254714,19.02529194299729,75.11363636363637,-10.29
스마트기계공,1,1,62.7,62.7,51.50240384615385,11.598557692307692,,-10.299999999999997
무인항공기,2,2,62.635000000000005,62.635000000000005,43.04851235060368,15.19923218385917,79.54545454545453,-10.364999999999995
디자인패션디자인,1,1,62.595,62.595,0.0,100.0,,-10.405000000000001
사회복지선교,1,1,62.45000000000001,62.45000000000001,24.485125858123567,55.03432494279176,,-10.54999999999999
생태조경,1,1,62.41951219512195,62.41951219512195,34.82486574792961,24.152837085921327,,-10.580487804878047
국제경영,2,2,62.4,62.4,36.43989527209921,21.80227568357872,60.294117647058826,-10.600000000000001
식품가공,1,1,62.34146341463414,62.34146341463414,26.86967789707516,38.33456744415648,,-10.658536585365859
글로벌관광경영,1,1,62.33,62.33,32.72260521890209,20.935916426288298,61.11111111111112,-10.670000000000002
목재응용과,1,1,62.33,62.33,53.25719960278053,18.53028798411122,65.38461538461539,-10.670000000000002
수산생명의,6,6,62.0,54.5,27.201513949431288,31.549302031377977,53.62962962962963,-11.0
소방공,2,2,62.0,62.0,36.40041391335062,25.453816134640043,82.85714285714286,-11.0
스포츠비즈니스,1,1,62.0,62.0,30.61664438502674,20.68850267379679,77.35849056603773,-11.0
고고미술사,2,2,61.9,61.9,44.48062594438362,15.991429430643901,58.66228070175438,-11.100000000000001
빅데이터융합,1,1,61.83,61.83,50.31708548684132,13.7349254440682,,-11.170000000000002
조소,1,1,61.82666666666666,61.82666666666666,37.946538556294655,2.7870165065287016,62.5,-11.17333333333334
게임콘텐츠,3,3,61.82500000000001,63.40833333333334,36.54085497835498,22.885890151515152,37.735849056603776,-11.17499999999999
반려동물보건,3,3,61.755,50.99666666666667,37.45819397993312,20.457079152731325,,-11.244999999999997
바이오식품외식산업,1,1,61.67,61.67,32.55718954248366,16.326252723311548,,-11.329999999999998
항노화신소재과,1,1,61.67,61.67,27.51076040172166,28.315797863860997,,-11.329999999999998
독일,2,2,61.58,61.58,52.15721357402522,15.126840664628324,64.33823529411765,-11.420000000000002
의료상담,1,1,61.5,61.5,34.34910936205468,24.295774647887324,,-11.5
한약자원,1,1,61.5,61.5,70.74919970450628,9.397315932036443,63.63636363636363,-11.5
실버스포츠복지,1,1,61.48148148148148,61.48148148148148,39.639415560419565,18.342619176213084,,-11.518518518518519
의료경영,2,2,61.415,61.415,36.90116747181965,16.051731078904993,100.0,-11.585
물류통상,1,1,61.4,61.4,36.96554586965546,25.39656079727269,61.01694915254237,-11.600000000000001
스마트안전시스템,1,1,61.4,61.4,32.87211861461832,28.29916212981196,,-11.600000000000001
체육건강운동관리,1,1,61.39857142857144,61.39857142857144,33.04824561403509,15.263157894736842,,-11.601428571428563
경찰,8,8,61.335,59.67,33.89061380463339,25.266312992858836,47.27272727272727,-11.665
K-뷰티,1,1,61.33,61.33,42.9123538109961,11.293520634493884,,-11.670000000000002
치기공,2,2,61.21,61.21,29.537283494757535,29.568446391787855,75.18311824206488,-11.79
자동차기계공,1,1,61.2,61.2,26.14809081527348,25.033539731682147,76.92307692307692,-11.799999999999997
신소재화학공,3,3,61.19,62.11333333333334,36.67477598997976,13.629684940745737,,-11.810000000000002
국제무역경제,1,1,61.17000000000001,61.17000000000001,39.81132075471698,24.653301886792452,62.5,-11.829999999999991
스마트농산업,1,1,61.17,61.17,29.95192832950945,29.148912924724133,,-11.829999999999998
항해,1,1,61.13,61.13,54.59744881606099,18.997194783728155,89.41176470588235,-11.869999999999997
의용공,1,1,61.04390243902439,61.04390243902439,28.33156745302398,34.269520185093086,81.48148148148148,-11.956097560975607
신,17,17,61.0,59.868843137254906,39.86458764650607,17.11683189214503,65.0,-12.0
미술,3,3,61.0,59.119,53.53025936599424,7.449751383150081,54.16666666666666,-12.0
언어치료,2,2,61.0,61.0,40.91063795899957,22.789613901963623,82.2884012539185,-12.0
환경에너지공,2,2,61.0,61.0,40.97919165405523,15.41292932913664,72.85714285714286,-12.0
언어청각치료,1,1,61.0,61.0,26.000548607118176,34.753865306402346,81.25,-12.0
행정복지,1,1,61.0,61.0,32.15393304940255,19.66729346608384,44.73684210526316,-12.0
미디어콘텐츠,3,3,60.83,65.61,38.436873747494985,5.836228604213815,67.44186046511628,-12.170000000000002
바이오시스템공,1,1,60.79999999999999,60.79999999999999,35.709659003579034,27.60413235843049,48.27586206896552,-12.20000000000001
독일유럽,1,1,60.74074074074074,60.74074074074074,30.0727355533528,33.9017333297613,48.48484848484848,-12.25925925925926
태권도,2,2,60.5,60.5,53.64260547182995,16.767738350278197,65.07936507936508,-12.5
병원경영,1,1,60.5,60.5,28.732665534341518,31.253709047005135,68.4931506849315,-12.5
생명자원산업,1,1,60.5,60.5,31.48926344954976,29.00253982913877,57.142857142857146,-12.5
스마트제조공,1,1,60.4780487804878,60.4780487804878,23.88076490438695,36.75478065241845,,-12.521951219512196
실내건축디자인,2,2,60.245,60.245,43.463613290878776,9.024978334974303,52.0,-12.755000000000003
조선해양시스템공,1,1,60.17,60.17,33.58667726939075,31.289760215316857,59.25925925925926,-12.829999999999998
관광,3,3,60.169,69.77633333333334,37.40886844758279,15.186852172371683,62.31884057971015,-12.831000000000003
러시아중앙아시아,1,1,60.1283950617284,60.1283950617284,35.72013093289689,25.8207374602869,77.77777777777777,-12.871604938271602
산림조경,2,2,60.0,60.0,40.18340452536867,22.806141870640634,57.608695652173914,-13.0
융합디자인,2,2,60.0,60.0,51.45947257047679,11.724237058423665,,-13.0
건강관리,1,1,60.0,60.0,36.73071437832231,23.56964432343662,77.41935483870968,-13.0
미용예술,1,1,60.0,60.0,48.61380162272944,9.246469580841689,76.3157894736842,-13.0
부동산경영,1,1,60.0,60.0,49.81664833149982,4.699914435888033,,-13.0
정보수,1,1,60.0,60.0,34.1234520123839,18.78869969040248,,-13.0
중국비즈니스,1,1,60.0,60.0,36.10531055454771,8.711384607353075,46.66666666666666,-13.0
중국어중국,2,2,59.99148148148147,59.99148148148147,35.896877576867766,19.064138982471956,63.18807339449541,-13.008518518518528
아동교육상담,1,1,59.9,59.9,47.511097019657576,19.17670682730924,56.81818181818182,-13.100000000000001
스포츠,2,2,59.835,59.835,30.31629393373693,25.47602042230229,,-13.165
방송영상,1,1,59.67,59.67,50.76923076923077,16.534798534798536,62.6865671641791,-13.329999999999998
항공서비스,6,6,59.665000000000006,59.49126700680272,44.820389978011704,14.57065744679338,66.66666666666667,-13.334999999999994
한국어문학창작,1,1,59.63000000000001,59.63000000000001,32.04938271604938,29.432098765432094,,-13.36999999999999
디지펜게임공,1,1,59.61951219512195,59.61951219512195,45.37845385067608,19.17768959435626,,-13.380487804878051
뷰티케어,2,2,59.535714285714285,59.535714285714285,37.69274506428182,15.789467530518445,,-13.464285714285715
환경생명공,2,2,59.5,59.5,31.80309073705009,28.832194117892335,63.2919254658385,-13.5
컴퓨터・소프트웨어공,1,1,59.5,59.5,34.94648528100609,27.5247573579314,41.12903225806452,-13.5
스마트유통물류,1,1,59.330000000000005,59.330000000000005,37.200528202226,20.345217883418226,,-13.669999999999995
안경광,3,3,59.33,59.869696969696975,32.31143746508101,22.156596695666053,71.42857142857143,-13.670000000000002
나노・신소재공,1,1,59.30185185185186,59.30185185185186,40.0297749701482,24.568685467443984,50.0,-13.698148148148142
경영빅데이터,1,1,59.25925925925926,59.25925925925926,28.699419842843504,28.245942571785267,,-13.74074074074074
조선해양공,5,5,59.17,63.11800000000001,43.28413859116053,20.84168085745768,73.0392156862745,-13.829999999999998
환경생명과,1,1,59.05,59.05,37.52016129032258,17.85282258064516,31.57894736842105,-13.950000000000003
과학교육화학교육,1,1,59.0,59.0,46.10612872977327,10.06107090476305,60.0,-14.0
복지상담,1,1,59.0,59.0,57.22968891573542,6.221685291452733,83.33333333333333,-14.0
재난안,1,1,59.0,59.0,35.75920638888523,26.64688778665123,59.25925925925926,-14.0
축산과,1,1,59.0,59.0,38.50649350649351,25.989304812834227,,-14.0
기계시스템공스마트모빌리티,1,1,58.9134375,58.9134375,0.0,0.0,,-14.0865625
지역시스템공,1,1,58.830000000000005,58.830000000000005,29.985951261684768,30.021073107472848,,-14.169999999999995
공중보건,1,1,58.78048780487804,58.78048780487804,27.37074816308184,36.09271596861551,,-14.219512195121958
반도체전자공,1,1,58.76500000000001,58.76500000000001,47.76041666666666,10.885416666666668,50.0,-14.234999999999992
중등특수교육과,5,5,58.7,56.955999999999996,40.97386322950233,18.546365914786968,44.44444444444444,-14.299999999999997
패션의류,1,1,58.67,58.67,41.65464165464165,16.997354497354497,44.44444444444444,-14.329999999999998
기계자동차공,2,2,58.635,58.635,23.615437416229874,20.260274949579937,73.07692307692308,-14.365000000000002
반도체,1,1,58.5,58.5,31.435242839352423,22.77604815276048,,-14.5
뷰티보건,1,1,58.5,58.5,33.24709460911541,21.180836818700303,85.71428571428571,-14.5
원예산림,1,1,58.5,58.5,36.700199793178925,8.043934419645995,48.14814814814815,-14.5
환경산림과,1,1,58.5,58.5,0.0,48.33333333333333,,-14.5
공간디자인,4,4,58.415,60.2975,47.85504742417281,11.973034790352079,28.125,-14.585
디자인시각영상디자인,1,1,58.105,58.105,51.785714285714285,17.028985507246375,,-14.895000000000003
영화과,1,1,58.0,58.0,45.78443634781662,20.764587525150905,52.38095238095238,-15.0
철도운전제어,1,1,58.0,58.0,44.924010496391865,18.134217751536795,51.11111111111112,-15.0
기독교교육과미디어,1,1,57.86,57.86,34.25925925925926,25.0,,-15.14
동물생명융합,1,1,57.67,57.67,45.47222222222222,21.5,,-15.329999999999998
생물학화학융합,1,1,57.67,57.67,35.84905660377358,24.52830188679245,51.282051282051285,-15.329999999999998
뷰티산업,1,1,57.66,57.66,32.1497877501516,20.08793208004852,62.06896551724138,-15.340000000000003
호텔외식조리,1,1,57.5,57.5,31.88329839273236,26.15303983228512,53.57142857142857,-15.5
농,1,1,57.33,57.33,33.954230593084496,28.720374398900844,66.66666666666667,-15.670000000000002
전기에너지공,1,1,57.33,57.33,27.11224418278665,25.40037146061116,,-15.670000000000002
혜화리버럴아츠칼리지,1,1,57.3,57.3,51.21951219512195,14.45993031358885,,-15.700000000000003
정보보안,2,2,57.184999999999995,57.184999999999995,34.26987694215386,12.986359993346339,60.77702702702703,-15.815000000000005
사회복지상담심리,1,1,57.125,57.125,28.99122807017544,30.873930694504857,63.333333333333336,-15.875
인공지능융합,2,2,57.056,57.056,31.26394080225632,19.300137757542117,,-15.944000000000003
바이오메디컬정보,1,1,57.0,57.0,35.886153503397566,18.96513311796814,,-16.0
철학생명의료윤리,1,1,57.0,57.0,28.25128352466491,32.77922126591133,50.0,-16.0
스포츠마케팅,2,2,56.90524691358025,56.90524691358025,35.406038744828976,14.813237816567453,73.33333333333333,-16.09475308641975
응용생물공,1,1,56.83,56.83,34.39461055740125,25.562279175235982,48.14814814814815,-16.17
경상,1,1,56.67,56.67,30.724933632836432,19.44309927360775,68.36158192090396,-16.33
국제무역통상,1,1,56.67,56.67,28.6998757025508,33.12076668107797,54.66666666666666,-16.33
사진영상,1,1,56.63249999999999,56.63249999999999,38.99816618102791,25.86727294367619,63.63636363636363,-16.367500000000007
수리빅데이터,1,1,56.63,56.63,42.91125541125541,9.090909090909092,76.19047619047619,-16.369999999999997
역사콘텐츠,1,1,56.39,56.39,31.022727272727277,15.340909090909092,,-16.61
산업응용경제,1,1,56.17,56.17,25.105457202643905,29.0704819477198,66.66666666666667,-16.83
화학·코스메틱스,1,1,56.17,56.17,33.805796488258935,24.09440041659208,65.38461538461539,-16.83
환경재료과,1,1,56.17,56.17,60.957434581050535,13.406638315262503,,-16.83
물류무역,1,1,56.10000000000001,56.10000000000001,28.5978909180348,32.263420033204206,64.28571428571429,-16.89999999999999
데이터공,1,1,56.02,56.02,22.61735419630156,38.762446657183496,,-16.979999999999997
자율,8,8,56.0,50.7875,38.97891202484372,26.143528062790296,41.35531135531136,-17.0
작업치료,14,14,55.89,53.67642857142857,39.29507270852976,21.769665887777677,82.70189431704885,-17.11
경찰・행정,1,1,55.75,55.75,32.23722500291002,21.42940286346176,,-17.25
호텔경영,3,3,55.73,43.74333333333333,32.81449525452977,28.984253666954277,71.44688644688645,-17.270000000000003
도시계획,2,2,55.68817073170732,55.68817073170732,34.16705085784107,24.11332576232322,,-17.311829268292684
시각디자인,6,6,55.665,57.68666666666667,43.39295899576497,6.401580974823069,63.88367729831144,-17.335
건축디자인과,1,1,55.55749999999999,55.55749999999999,38.32143354694901,25.376671774867653,86.20689655172414,-17.44250000000001
광시스템공,1,1,55.53,55.53,31.79217101179392,20.23102886405959,64.28571428571429,-17.47
영화방송,1,1,55.52,55.52,40.33535123471589,11.0243346919204,61.53846153846154,-17.479999999999997
명상심리상담,1,1,55.5,55.5,41.85823754789272,5.986590038314176,33.333333333333336,-17.5
해양시스템공,1,1,55.5,55.5,31.287635194387605,22.16311020169541,63.63636363636363,-17.5
첨단IT,1,1,55.33,55.33,25.308174057429568,20.14170892967796,,-17.67
