학과_계열,n,universities,admission_median,admission_mean,A_median,CD_median,employment_median,lift_vs_overall_median
IT기계공,1,1,82.41,82.41,46.88423645320197,15.467980295566502,,9.409999999999997
시각・영상디자인,1,1,82.33,82.33,35.9349593495935,22.03252032520325,,9.329999999999998
아태물류,1,1,82.33,82.33,42.14392883123182,13.445431215648238,83.89830508474576,9.329999999999998
유기소재시스템공,1,1,82.33,82.33,43.88752193484397,19.81441214618143,57.142857142857146,9.329999999999998
의약생명과,1,1,82.33,82.33,57.65957446808511,16.97872340425532,52.94117647058823,9.329999999999998
화공생명.환경공환경공학,1,1,82.33,82.33,42.02287731751508,20.98721385255599,54.16666666666666,9.329999999999998
산업및기계공,1,1,82.32727272727273,82.32727272727273,21.428571428571427,17.857142857142858,,9.327272727272728
조소과,3,3,82.25,70.02666666666666,40.05926724137931,7.999472851871376,54.54545454545455,9.25
산업공,11,11,82.17,78.21732261640798,39.94477981715403,21.582832148715145,67.5,9.170000000000002
금융공,1,1,82.17,82.17,34.5573653090455,20.39851812405891,65.71428571428571,9.170000000000002
패션산업,3,3,82.15,82.38333333333334,40.80212550607288,20.244395207314767,66.99346405228758,9.150000000000006
운동재활,1,1,82.08,82.08,64.22567004737228,8.795981305439863,,9.079999999999998
행정정보,1,1,82.05,82.05,36.68414786684148,21.25962596259626,50.0,9.049999999999997
스마트시티,2,2,82.03999999999999,82.03999999999999,55.205158661806564,15.253382969804925,,9.039999999999992
국제지역학,1,1,82.0,82.0,39.76460637853043,18.50267989508496,,9.0
바이오화학산업,1,1,81.95294117647057,81.95294117647057,27.77777777777778,16.666666666666668,,8.952941176470574
ICT디자인,1,1,81.9,81.9,55.80416777985573,16.686704069819218,53.191489361702125,8.900000000000006
문화재보존과,1,1,81.9,81.9,39.950291013394974,17.92377955387229,77.77777777777777,8.900000000000006
데이터사이언스,9,9,81.83,75.26777777777778,40.3918411164788,14.073357646247104,33.771929824561404,8.829999999999998
인공지능융합공,1,1,81.8,81.8,40.44646479043098,19.78366096194538,,8.799999999999997
영상디자인,2,2,81.75,81.75,69.98100666903159,7.602133728945622,55.60224089635854,8.75
로봇AI로봇,1,1,81.7,81.7,77.66666666666666,1.0,,8.700000000000003
경제,32,32,81.575,80.08159892429194,36.9226600555371,24.558794132149306,58.47701149425288,8.575000000000003
반도체・디스플레이스쿨,1,1,81.5,81.5,36.5942617129639,26.920540551508637,45.45454545454545,8.5
언어청각,1,1,81.5,81.5,0.0,87.5,,8.5
융합인재,1,1,81.5,81.5,45.94193736627116,19.20589379498152,66.66666666666667,8.5
일본어과,1,1,81.33,81.33,43.09027388558831,23.46913819282388,33.333333333333336,8.329999999999998
AI응용,1,1,81.28666666666668,81.28666666666668,36.31043581886279,28.07286346612189,,8.286666666666676
언론영상,2,2,81.25555555555556,81.25555555555556,63.95948585318216,18.280362134927323,,8.25555555555556
회화과,1,1,81.25,81.25,45.16848506674742,15.01673801124598,56.81818181818182,8.25
항해융합,1,1,81.17,81.17,44.54385948421631,21.135968268525247,,8.170000000000002
ICT융합,1,1,81.0,81.0,16.71826625386997,27.24458204334365,,8.0
글로벌금융,1,1,81.0,81.0,31.274509803921568,13.529411764705882,66.66666666666667,8.0
인문융합콘텐츠,1,1,81.0,81.0,34.61538461538461,24.757085020242915,,8.0
재료화학공,1,1,81.0,81.0,45.172677212973866,19.809593532164115,68.25396825396825,8.0
전자융합공,1,1,81.0,81.0,52.25155279503106,15.529258845697536,76.78571428571429,8.0
우주항공드론공,1,1,80.97734693877551,80.97734693877551,0.0,13.333333333333334,,7.977346938775511
AI로봇,1,1,80.95136363636362,80.95136363636362,39.60440370838601,12.104930467762326,,7.951363636363624
천문우주,2,2,80.935,80.935,38.80299886258233,22.245186799053148,53.13479623824451,7.935000000000002
신학,1,1,80.9,80.9,34.34831955549532,26.77869630031169,50.0,7.900000000000006
건축학,1,1,80.83,80.83,38.16135084427767,18.62101313320825,67.74193548387096,7.829999999999998
문화콘텐츠문화경영,1,1,80.83,80.83,39.50235280674783,11.817919765654215,64.51612903225806,7.829999999999998
동북아국제통상,1,1,80.8,80.8,39.65993974660559,21.68915851595064,,7.799999999999997
의료생명공,1,1,80.72,80.72,41.98006678958319,10.049814514516738,55.172413793103445,7.719999999999999
부동산건설,1,1,80.7,80.7,44.35188779110797,17.501587861679603,64.81481481481481,7.700000000000003
수리데이터사이언스,1,1,80.67,80.67,54.88095238095238,13.333333333333334,69.23076923076923,7.670000000000002
조선·해양공,1,1,80.67,80.67,36.886707760420094,23.468148485587232,76.0,7.670000000000002
한문교육과,9,9,80.66,75.44111111111111,39.07143726420834,18.02241800343432,45.833333333333336,7.659999999999997
문예콘텐츠창작,1,1,80.6,80.6,42.36571970316127,17.005296021445616,57.142857142857146,7.599999999999994
일본어문화콘텐츠,1,1,80.6,80.6,46.567796610169495,14.32529335071708,,7.599999999999994
미래모빌리티,3,3,80.55,79.45666666666666,31.67644334671195,27.292374189564683,,7.549999999999997
동양화과,3,3,80.5,74.33333333333333,45.595445804307126,8.078958925640848,60.0,7.5
관광컨벤션,1,1,80.5,80.5,37.58040253138292,27.64290901545804,60.0,7.5
나노광전자,1,1,80.5,80.5,67.76315789473685,7.894736842105263,80.0,7.5
도시철도시스템,1,1,80.5,80.5,39.74065598779558,16.151792524790235,,7.5
미디어콘텐츠융합,1,1,80.5,80.5,30.881211180124225,24.57298136645963,,7.5
미래융합스쿨,1,1,80.5,80.5,48.00901154604337,16.27569698676429,61.11111111111112,7.5
전자통신공,1,1,80.5,80.5,44.81949411450496,19.96741861167024,55.072463768115945,7.5
정보융합,1,1,80.5,80.5,20.0,20.0,,7.5
정치행정,1,1,80.5,80.5,36.3878124762556,25.408403616746448,56.52173913043478,7.5
광메카트로닉스공,1,1,80.33,80.33,40.47270492952519,20.571045946770692,76.92307692307692,7.329999999999998
서비스・디자인공,1,1,80.33,80.33,26.784101174345075,22.35772357723577,69.44444444444444,7.329999999999998
중국어과,1,1,80.33,80.33,48.64414749794271,20.68850660292331,51.06382978723404,7.329999999999998
커뮤니케이션디자인,1,1,80.33,80.33,58.0921343349536,8.998011489173663,37.93103448275862,7.329999999999998
AI・빅데이터,1,1,80.28,80.28,38.3054543899536,9.403530778496034,60.0,7.280000000000001
공공안전,1,1,80.25,80.25,46.496651739862784,7.402358307852126,,7.25
의생명과의생명시스템학,1,1,80.18,80.18,10.0,60.0,,7.180000000000007
청정융합에너지공,1,1,80.16,80.16,57.585470085470085,7.905982905982906,47.36842105263158,7.159999999999997
스마트생명산업융합,1,1,80.15363636363635,80.15363636363635,37.96436433681893,13.531920748486517,,7.153636363636352
물리,24,24,80.08,77.87758333333333,40.33534117980282,21.062280046249786,61.20071684587814,7.079999999999998
산림과,2,2,80.075,80.075,46.036735035056374,16.868139905386187,68.25396825396825,7.075000000000003
동북아문화산업,1,1,80.0,80.0,0.0,25.0,,7.0
사회인프라공,1,1,80.0,80.0,43.03835102230637,15.087614396997028,67.74193548387096,7.0
실내환경디자인,1,1,80.0,80.0,47.5034435261708,14.807162534435262,53.333333333333336,7.0
아동심리교육,1,1,80.0,80.0,54.22805964842101,13.713136431317643,85.0,7.0
역사·문화콘텐츠,1,1,80.0,80.0,36.19059239826734,21.0187408833007,61.90476190476191,7.0
의생명융합공,1,1,80.0,80.0,33.75171864598693,26.342099205534502,,7.0
중국학,1,1,80.0,80.0,41.73146270002253,16.1342123056119,71.42857142857143,7.0
호텔관광,1,1,80.0,80.0,33.252068832892896,25.446541192623748,73.77049180327869,7.0
영미언어문화,2,2,79.91499999999999,79.91499999999999,38.229279414321354,22.907829070703894,64.35185185185185,6.914999999999992
실버산업,1,1,79.9,79.9,36.42202698588209,21.439073441981957,68.75,6.900000000000006
AI자율주행시스템공,1,1,79.88533333333334,79.88533333333334,31.190267518050163,28.563081674387547,,6.885333333333335
소프트웨어,16,16,79.85260869565218,78.97532608695653,37.900465065278226,20.641965261640536,59.036144578313255,6.8526086956521794
영어교육과,28,28,79.83500000000001,77.66069960947343,46.882180949672964,12.176768181886597,48.14814814814815,6.835000000000008
일본,8,8,79.83500000000001,77.059625,43.1078380877407,8.605508207082138,50.0,6.835000000000008
건설환경공,9,9,79.83,77.48333333333333,44.41447755267652,18.870571234532274,65.15151515151516,6.829999999999998
건축공학,1,1,79.83,79.83,39.70082928602108,21.3314005352364,57.142857142857146,6.829999999999998
바이오생명공,1,1,79.83,79.83,39.14718614718615,10.87878787878788,53.84615384615385,6.829999999999998
융합보안공,1,1,79.83,79.83,29.821138211382117,18.796747967479675,64.81481481481481,6.829999999999998
해양과,1,1,79.83,79.83,48.133608815427,11.798898071625343,61.90476190476191,6.829999999999998
화,33,33,79.75,79.0209600886918,40.92277223026019,20.232519278310487,58.8235294117647,6.75
융합보안,1,1,79.68,79.68,27.27041557686719,26.32229003196745,,6.680000000000007
글로벌패션산업,1,1,79.67121212121212,79.67121212121212,40.43554246015411,22.26513132713709,68.18181818181819,6.671212121212122
아동심리,1,1,79.67,79.67,44.74854510442268,15.696381645441685,80.0,6.670000000000002
정보사회미디어,1,1,79.67,79.67,36.30952380952381,25.15873015873016,56.86274509803921,6.670000000000002
지구환경시스템공,1,1,79.65592592592593,79.65592592592593,31.442465958401915,28.091675395281563,50.0,6.655925925925928
한국어문,6,6,79.55,77.83666666666666,38.4231003967043,18.292210744980387,65.60865015695849,6.549999999999997
에너지자원화학공,1,1,79.52,79.52,26.67316439246264,31.49772579597141,,6.519999999999996
중국어,2,2,79.5,79.5,43.20502612109912,17.61205964249921,60.3021978021978,6.5
사회에너지시스템공,1,1,79.5,79.5,71.43196365888912,2.9351641544497213,,6.5
산업경영정보공,1,1,79.5,79.5,33.6020797683296,7.848492826115572,,6.5
스마트물류공학,1,1,79.5,79.5,59.82404692082111,3.225806451612903,,6.5
영어산업,1,1,79.5,79.5,45.758438545531234,19.52297412594787,47.36842105263158,6.5
인공지능,10,10,79.41499999999999,80.251125,41.95899572531805,18.739503567315403,,6.414999999999992
생화,3,3,79.4,81.19,40.63441869657592,19.60932244296047,28.07486631016043,6.400000000000006
정치외교,25,25,79.33,77.94499012345679,42.783885423314736,18.06777756974349,59.03225806451613,6.329999999999998
공간환경,1,1,79.33,79.33,46.48942163393031,6.602188105078279,78.57142857142857,6.329999999999998
관광&영어통역융복합,1,1,79.33,79.33,42.05898112583942,17.961750905148456,50.0,6.329999999999998
국어국문·창작,1,1,79.33,79.33,33.95151981531359,25.441653383169356,47.540983606557376,6.329999999999998
항공경영,1,1,79.33,79.33,50.25093087259187,7.228428039501376,,6.329999999999998
해양융합공,1,1,79.33,79.33,47.37179487179488,6.730769230769231,72.72727272727273,6.329999999999998
사회학,1,1,79.3,79.3,43.40592861464005,17.407743496672715,,6.299999999999997
항공우주공,7,7,79.29655172413794,80.06950738916257,42.40623861405921,23.05536684782609,73.07692307692308,6.296551724137942
지구시스템과,2,2,79.263,79.263,25.232254362780704,33.319802965286975,72.72727272727273,6.263000000000005
스마트시티공,1,1,79.21428571428571,79.21428571428571,49.08209596269481,7.641019347977258,,6.214285714285708
로봇정보제어・지능시스템,1,1,79.20000000000002,79.20000000000002,69.98327759197323,2.1739130434782608,,6.200000000000017
글로벌문화,1,1,79.2,79.2,45.64623216966967,17.48193506006006,,6.200000000000003
AI융합,4,4,79.16499999999999,80.0525,34.81912346149552,20.15567247022452,78.04878048780488,6.164999999999992
글로벌경영,6,6,79.125,80.05,45.030180529140196,16.556230068483757,64.79832653936924,6.125
스마트융합보안,1,1,79.06,79.06,0.0,0.0,,6.060000000000002
사회교육과,5,5,79.0,77.934,44.70899470899471,12.962962962962962,35.41666666666667,6.0
의공,3,3,79.0,67.63333333333334,52.88961038961039,12.683759794743777,60.69299552906111,6.0
건축실내건축,1,1,79.0,79.0,46.03599516031458,17.66333938294011,63.1578947368421,6.0
메타버스&게임,1,1,79.0,79.0,38.22348178137652,3.419433198380567,,6.0
전자바이오물리,1,1,79.0,79.0,37.80877950686684,21.158108818354243,51.42857142857143,6.0
화학분자공,1,1,79.0,79.0,65.64576061254363,8.754644747213153,48.27586206896552,6.0
국제,6,6,78.9,81.05333333333333,43.50396720806425,12.203842860626228,62.96296296296296,5.900000000000006
아동복지,4,4,78.9,78.1575,36.74313004353643,20.093187093349137,70.09925558312655,5.900000000000006
교통시스템공,1,1,78.83,78.83,33.555933612513854,23.71289567680749,64.51612903225806,5.829999999999998
융합경영,3,3,78.67,77.05666666666667,38.00668050916313,22.39068941650868,59.375,5.670000000000002
가족복지,1,1,78.67,78.67,50.03316575897221,12.18405250663315,80.55555555555556,5.670000000000002
시큐리티매니지먼트,1,1,78.666,78.666,36.08357873063756,10.839977016447603,91.66666666666669,5.665999999999997
산업경영공,10,10,78.66499999999999,75.553,40.07552735688037,20.19781333001072,67.56756756756756,5.664999999999992
통계데이터사이언스,2,2,78.575,78.575,31.88156112117447,29.212909775517893,,5.575000000000003
나노에너지공,1,1,78.5,78.5,45.49593269073284,18.951507725157867,60.869565217391305,5.5
대기환경과,1,1,78.5,78.5,35.4075591985428,27.194796323894685,43.333333333333336,5.5
사회과,1,1,78.45232558139536,78.45232558139536,45.844766284292376,18.153943209676147,65.03496503496504,5.452325581395357
국제관계,2,2,78.41499999999999,78.41499999999999,44.08332415724013,19.778681540314565,57.89473684210526,5.414999999999992
게임디자인,1,1,78.4,78.4,32.083041388550846,14.74566999791029,51.51515151515152,5.400000000000006
바이오식품공,1,1,78.33,78.33,40.053763440860216,8.79416282642089,56.66666666666666,5.329999999999998
스포츠산업레저,1,1,78.33,78.33,52.19881221719457,12.358597285067871,76.0,5.329999999999998
행정정보융합,1,1,78.33,78.33,33.30769230769231,26.76923076923077,,5.329999999999998
중국어문화,2,2,78.315,78.315,44.14532777541746,16.52985735466836,66.66666666666667,5.314999999999998
일본어,2,2,78.30357142857143,78.30357142857143,51.60623958461312,12.767237036313087,44.41964285714286,5.303571428571431
창의융합,1,1,78.3,78.3,31.94297414182197,26.21556414485832,47.61904761904762,5.299999999999997
스마트자동차,1,1,78.2,78.2,39.96064268185396,9.602954113997315,58.064516129032256,5.200000000000003
생물공,3,3,78.17,79.97333333333334,48.43519419332976,17.62109727675478,52.63157894736842,5.170000000000002
아동가족,3,3,78.17,75.83666666666666,42.86180773249739,21.858672936259143,69.07894736842105,5.170000000000002
전자정보통신공,1,1,78.11295454545454,78.11295454545454,33.38699141470698,30.785740948114967,,5.112954545454542
세무회계,2,2,78.1,78.1,34.87499390623958,22.43829841975365,71.42857142857143,5.099999999999994
스포츠산업,2,2,78.08500000000001,78.08500000000001,45.0357817556076,16.557761279139353,,5.085000000000008
교육,27,27,78.0,74.0973560930545,50.55837393473638,10.895598549497318,53.333333333333336,5.0
공예과,2,2,78.0,78.0,54.58991465673843,4.052956097027393,56.63265306122449,5.0
경영공,1,1,78.0,78.0,32.606307494419134,27.705753270921637,52.63157894736842,5.0
연출,1,1,78.0,78.0,28.879310344827587,28.75,75.0,5.0
모바일융합공,1,1,77.9,77.9,33.28040070787511,27.601599039312347,,4.900000000000006
설비공,1,1,77.9,77.9,40.55028369352155,22.44502329540985,75.67567567567568,4.900000000000006
과학교육생물교육,1,1,77.83,77.83,57.77081592871066,14.522417153996102,0.0,4.829999999999998
불어교육과,1,1,77.83,77.83,23.17043813192104,15.418873375060183,33.333333333333336,4.829999999999998
역사교육과,18,18,77.765,77.99652343159487,44.12264280229126,14.459466345827586,33.333333333333336,4.765000000000001
글로벌어문,1,1,77.75,77.75,53.62083851479321,5.028592497933142,61.71875,4.75
생명공학,1,1,77.7,77.7,42.24028003185387,19.666239932260112,68.18181818181819,4.700000000000003
행정,39,39,77.67,75.68157425421772,40.44117647058823,19.457064459538483,54.54545454545455,4.670000000000002
유통경영,1,1,77.67,77.67,31.036610448375157,25.261503202679677,,4.670000000000002
화학・에너지융합,1,1,77.66,77.66,26.71842305726711,18.49417107813359,,4.659999999999997
응용화학공,1,1,77.65,77.65,32.28791234605188,24.953997337718267,60.0,4.650000000000006
설비소방,1,1,77.63,77.63,30.462523719165084,20.706831119544592,80.0,4.6299999999999955
지구과학교육과,8,8,77.58500000000001,79.21275,38.34780200897881,17.79197434202965,46.42857142857142,4.585000000000008
생명과,25,25,77.57,73.00580878048781,39.67831813576494,19.916992973233924,50.0,4.569999999999993
전기제어계측공,1,1,77.56862068965516,77.56862068965516,100.0,0.0,,4.568620689655162
수,30,30,77.525,76.02166789625747,36.58319010990661,21.980421894529563,60.526315789473685,4.525000000000006
교통물류공,1,1,77.5,77.5,41.04719133162247,19.584402623324777,61.29032258064516,4.5
기계교육과,1,1,77.5,77.5,26.311315772100087,29.808707994982505,47.05882352941177,4.5
심리치료,1,1,77.4,77.4,35.714285714285715,24.962406015037597,54.54545454545455,4.400000000000006
중국언어문화콘텐츠,1,1,77.4,77.4,41.0521468495935,14.754827235772357,,4.400000000000006
고용서비스정책,1,1,77.35,77.35,32.73766786331605,19.706156096263797,,4.349999999999994
토목환경공,5,5,77.33,72.138,33.03631979504182,26.61157377749306,61.11111111111112,4.329999999999998
HCI사이언스,1,1,77.33,77.33,46.40808032512551,5.58809466889792,,4.329999999999998
생물과,1,1,77.33,77.33,47.74638232916328,22.834597249828636,42.85714285714285,4.329999999999998
화장품학,1,1,77.33,77.33,41.786500366837856,11.740645634629496,73.91304347826087,4.329999999999998
코스메디컬소재,1,1,77.31,77.31,28.88888888888889,29.583333333333336,,4.310000000000002
특수체육학,1,1,77.3,77.3,30.014049877063577,40.042149631190725,,4.299999999999997
물리치료,30,30,77.295,75.04588662131519,41.132778185118724,21.38982094536877,86.66429587482219,4.295000000000002
사물인터넷,1,1,77.28,77.28,39.876068376068375,11.572649572649572,48.57142857142857,4.280000000000001
공공정책,2,2,77.26357142857142,77.26357142857142,40.26256664927752,24.19125972507223,48.288288288288285,4.263571428571424
글로벌문화산업,1,1,77.2,77.2,40.71770247903821,7.491678943635074,66.66666666666667,4.200000000000003
생명과학,1,1,77.2,77.2,47.75853658536586,15.797560975609755,50.0,4.200000000000003
한국문화콘텐츠,1,1,77.2,77.2,39.382763975155285,6.7481884057971016,37.5,4.200000000000003
역사,4,4,77.18,68.945,41.45400858180198,16.431221035206207,50.0,4.180000000000007
나노화학공,1,1,77.12,77.12,38.97385075833884,12.579200467891996,46.875,4.1200000000000045
디스플레이신소재공,1,1,77.12,77.12,40.56079889413223,10.691644024977355,52.0,4.1200000000000045
인문,2,2,77.11346153846154,77.11346153846154,13.170498084291188,28.400383141762454,,4.113461538461536
미디어커뮤니케이션,24,24,77.1,75.87645833333333,42.53911615656605,16.91606882021403,63.246753246753244,4.099999999999994
문헌정보,16,16,77.1,74.90263844797178,41.66572007101008,19.82699248699572,50.756048387096776,4.099999999999994
컴퓨터융합,1,1,77.1,77.1,39.46937006505647,21.587268441307632,60.71428571428572,4.099999999999994
통계,13,13,77.0,75.55779924953096,44.366507124387965,14.68230403800475,54.61323392357875,4.0
과학컴퓨팅,1,1,77.0,77.0,50.19293924466338,14.51559934318555,,4.0
분자의생명,1,1,77.0,77.0,55.97121584790268,10.957338961643288,50.0,4.0
의생명과미생물학,1,1,76.99,76.99,0.0,40.0,,3.989999999999995
크리에이티브인문,1,1,76.92179487179487,76.92179487179487,48.395824410717694,17.472651186747733,60.41666666666666,3.921794871794873
의료IT공,1,1,76.88,76.88,37.85962395227668,8.84051951974628,47.36842105263158,3.8799999999999955
행정.심리,1,1,76.75,76.75,16.666666666666668,0.0,,3.75
게임,1,1,76.7,76.7,37.9699791784412,17.207741901210483,37.5,3.700000000000003
공공인재법,1,1,76.7,76.7,41.30048221820374,20.678119349005428,57.57575757575758,3.700000000000003
사,25,25,76.67,75.96416197530864,40.83693259686864,20.61433331066839,51.42857142857143,3.6700000000000017
도시행정,3,3,76.67,81.05666666666667,44.77756286266924,16.091318805918952,49.12280701754386,3.6700000000000017
토목교통공,1,1,76.67,76.67,0.0,66.66666666666667,,3.6700000000000017
에너지환경공,1,1,76.64,76.64,42.516324921903134,7.124088869858015,64.0,3.6400000000000006
생명정보융합,1,1,76.63,76.63,48.00148206400097,21.582178936543464,,3.6299999999999955
지질환경과,3,3,76.6,75.32333333333334,39.32316199057957,23.8053792067718,61.76470588235294,3.5999999999999943
국제무역,4,4,76.58500000000001,75.355,33.00054403912595,27.441322883596,67.44186046511628,3.585000000000008
건축,38,38,76.565,72.43566833023324,36.31416236684521,18.20810296053837,72.72727272727273,3.5649999999999977
그린스마트건축공,1,1,76.52,76.52,29.841788061795132,24.472885490308045,,3.519999999999996
국어국문,33,33,76.5,72.88954449625989,40.275082838293685,21.216682646212845,57.89473684210526,3.5
바이오융합,1,1,76.5,76.5,41.79778838343338,9.32034702812402,56.45161290322581,3.5
산업경영,1,1,76.45,76.45,32.330314694679345,22.044944107804437,82.66666666666667,3.450000000000003
독어독문,10,10,76.435,76.61359999999999,41.11070882436688,20.111039753896897,56.2200956937799,3.4350000000000023
스마트드론공,1,1,76.35125,76.35125,41.66666666666667,37.5,,3.351249999999993
프랑스,1,1,76.33,76.33,38.44086021505376,24.60304659498208,57.142857142857146,3.3299999999999983
글로벌물류,1,1,76.3,76.3,35.52362305436942,21.919828213857024,,3.299999999999997
바이오-로봇시스템공,1,1,76.3,76.3,21.97209892200381,27.76157260621433,,3.299999999999997
반도체융합,1,1,76.3,76.3,28.88888888888889,19.93055555555556,,3.299999999999997
영유아보육,1,1,76.3,76.3,34.53537206552004,25.309084588140717,77.27272727272727,3.299999999999997
컴퓨터소프트웨어,6,6,76.275,71.60833333333333,33.00244200372906,21.377850284309254,63.63636363636363,3.2750000000000057
국제통상,8,8,76.25,73.24037962962963,36.73516780007315,18.267581607991517,63.1578947368421,3.25
의생명과생명과학,1,1,76.23,76.23,23.07692307692308,30.76923076923077,,3.230000000000004
문화인류,4,4,76.19,77.49,46.40561969675893,25.341193616510072,61.44736842105263,3.1899999999999977
고고,2,2,76.185,76.185,44.49016468199122,20.90352348730679,50.239234449760765,3.1850000000000023
컴퓨터인공지능,1,1,76.17,76.17,34.780578898225954,24.052287581699343,,3.1700000000000017
불어불문,12,12,76.15,77.51174999999999,39.86026568160476,21.222820998566714,61.20401337792642,3.1500000000000057
도시디자인정보공,1,1,76.15,76.15,31.475936817700145,24.6794301929464,45.71428571428572,3.1500000000000057
공공안전학,1,1,76.13,76.13,47.370830408642846,19.957579271828365,33.333333333333336,3.1299999999999955
신소재공,25,25,76.1,71.78853599124453,39.4790688717171,21.86987728640889,64.1711229946524,3.0999999999999943
반도체공,8,8,76.035,74.69071428571428,34.56525282641613,23.1872443555987,65.21739130434783,3.0349999999999966
윤리교육과,15,15,76.03,70.55126666666666,44.50980392156863,12.601626016260164,53.84615384615385,3.030000000000001
컴퓨터공학,2,2,76.0,76.0,26.463275347039183,18.923812452410242,50.526315789473685,3.0
건설환경공학,1,1,76.0,76.0,42.31842176241668,17.406850845759642,60.0,3.0
글로벌통상・문화,1,1,76.0,76.0,31.34283811023349,22.64882214013202,,3.0
반도체신소재공,1,1,76.0,76.0,15.789473684210526,47.36842105263158,,3.0
지능형모빌리티융합,1,1,76.0,76.0,45.00984251968504,15.14271653543307,100.0,3.0
화장품발명디자인,1,1,76.0,76.0,40.58746477196047,18.766720914539757,63.333333333333336,3.0
간호,76,76,75.93950000000001,73.65001783121521,46.00247403804656,19.624837627851747,74.04491105278507,2.9395000000000095
AI빅데이터융합,1,1,75.9,75.9,42.47753530166881,16.061189559264015,,2.9000000000000057
정경,1,1,75.86506024096384,75.86506024096384,37.24482362208759,19.862248786361132,,2.8650602409638424
정보통신공,13,13,75.8,69.86734188034188,37.449201420730944,20.064991876015497,56.86274509803921,2.799999999999997
임베디드시스템공,1,1,75.8,75.8,38.26150279396029,17.553501367257162,55.55555555555556,2.799999999999997
심리,18,18,75.75,77.31966049382716,40.03050482360457,21.520493027638736,51.086956521739125,2.75
무역물류,1,1,75.67,75.67,28.870808678500985,26.869252993305,,2.6700000000000017
한국언어문,1,1,75.67,75.67,35.57834825398707,24.430100195648308,71.42857142857143,2.6700000000000017
디자인과,2,2,75.66499999999999,75.66499999999999,53.66947815028793,6.3040809649173095,63.63636363636363,2.664999999999992
전자정보공,1,1,75.6,75.6,33.326486204688536,26.85694128846906,73.52941176470588,2.5999999999999943
체육교육과,14,14,75.55,75.98413690476191,53.561406012241356,13.079132711000842,44.26111908177906,2.549999999999997
스마트시티건축공,1,1,75.55,75.55,51.15058934218436,16.33954472989572,,2.549999999999997
에너지자원공,5,5,75.5,78.7,49.29260893546608,11.760204081632654,61.11111111111112,2.5
경영학,3,3,75.5,69.28333333333333,38.98872445384073,26.428091397849464,51.851851851851855,2.5
문학문화콘텐츠,1,1,75.5,75.5,57.3623417721519,13.088607594936708,,2.5
외식조리,1,1,75.5,75.5,33.34830043306893,16.762487367845978,60.869565217391305,2.5
식품조리,1,1,75.49,75.49,38.48484848484848,22.02020202020202,,2.489999999999995
언론홍보,2,2,75.42,75.42,32.175467567923356,26.96659453081328,82.21153846153845,2.4200000000000017
법,23,23,75.4,74.50193666129898,35.91229160675023,21.95966285370259,49.60242481498977,2.4000000000000057
영상문화,1,1,75.38,75.38,36.19307521746546,26.675763261129116,66.66666666666667,2.3799999999999955
도시정보공,1,1,75.34615384615384,75.34615384615384,34.4886603534592,25.497617467881057,,2.3461538461538396
글로벌MICE,1,1,75.33,75.33,34.54673448996276,10.287037878099737,,2.3299999999999983
나노화학소재공,1,1,75.33,75.33,28.0,20.0,,2.3299999999999983
항공・기계설계,1,1,75.33,75.33,44.31733630952381,17.179044913419915,55.319148936170215,2.3299999999999983
정보전기전자공,1,1,75.3157894736842,75.3157894736842,29.166166371653997,27.10191687227178,,2.3157894736842053
IT융합경영,1,1,75.3,75.3,45.19867549668874,20.353051727223917,,2.299999999999997
나노바이오공학,1,1,75.3,75.3,31.111111111111114,29.93055555555556,,2.299999999999997
글로벌통상,2,2,75.25,75.25,43.668785114888294,16.909375971034503,68.02494802494803,2.25
건축건축공학,2,2,75.235,75.235,47.6828619965266,16.025098779757165,71.42857142857143,2.2349999999999994
경영,66,66,75.2328125,71.11051320441607,33.55578404191333,23.289132967829516,62.903225806451616,2.2328124999999943
보험계리,1,1,75.17,75.17,40.22548703045959,23.03788612635884,82.75862068965517,2.1700000000000017
분자생물,2,2,75.16499999999999,75.16499999999999,38.32317496992798,24.53154149620569,63.4375,2.164999999999992
전자컴퓨터공,2,2,75.16499999999999,75.16499999999999,31.563822696701973,25.395184280710183,68.75,2.164999999999992
해양,2,2,75.16499999999999,75.16499999999999,40.189118185228224,23.93439592640483,46.086956521739125,2.164999999999992
교통공,2,2,75.14268292682928,75.14268292682928,35.599144501358325,22.524678777868637,63.63636363636363,2.1426829268292806
해상운송,1,1,75.13,75.13,55.76756924032303,19.753307091561148,76.25,2.1299999999999955
식품자원경제,5,5,75.1,74.22540000000001,39.699004548185016,25.717090019737405,53.0,2.0999999999999943
천문우주과,1,1,75.05,75.05,33.27158636695749,30.317187432844804,58.333333333333336,2.049999999999997
중어중문,20,20,75.03999999999999,72.81315,45.218708564963705,18.68872019400243,66.66666666666667,2.039999999999992
초등특수교육과,2,2,75.035,75.035,42.00651735499933,22.361496809104995,62.02651515151514,2.0349999999999966
공공인재,4,4,75.025,77.68,47.386306011272,10.47071446691225,57.54716981132076,2.0250000000000057
기계공,33,33,75.0,73.49931017491993,38.92081159896497,20.00034227351761,70.58823529411765,2.0
호텔관광경영,1,1,75.0,75.0,32.652422671196135,23.64935335836462,,2.0
화학생명공,2,2,74.95,74.95,32.86956810613511,25.998497674793295,60.130718954248366,1.9500000000000028
소프트웨어융합,6,6,74.91499999999999,75.06416666666667,32.313436655076146,26.114628984581696,43.13725490196079,1.914999999999992
