dataset,column_order,column,dtype,non_null_n,missing_n,unique_n
P2_G0_final_placeholder_rows,99,휴학생_박사_여,int64,462,0,1
P2_G0_final_placeholder_rows,100,외국인유학생_총계_계,int64,462,0,1
P2_G0_final_placeholder_rows,101,외국인유학생_총계_남,int64,462,0,1
P2_G0_final_placeholder_rows,102,외국인유학생_총계_여,int64,462,0,1
P2_G0_final_placeholder_rows,103,외국인유학생_학사_계,int64,462,0,1
P2_G0_final_placeholder_rows,104,외국인유학생_학사_남,int64,462,0,1
P2_G0_final_placeholder_rows,105,외국인유학생_학사_여,int64,462,0,1
P2_G0_final_placeholder_rows,106,외국인유학생_석사_계,int64,462,0,1
P2_G0_final_placeholder_rows,107,외국인유학생_석사_남,int64,462,0,1
P2_G0_final_placeholder_rows,108,외국인유학생_석사_여,int64,462,0,1
P2_G0_final_placeholder_rows,109,외국인유학생_박사_계,int64,462,0,1
P2_G0_final_placeholder_rows,110,외국인유학생_박사_남,int64,462,0,1
P2_G0_final_placeholder_rows,111,외국인유학생_박사_여,int64,462,0,1
P2_G0_final_placeholder_rows,112,졸업자_전체,int64,462,0,1
P2_G0_final_placeholder_rows,113,졸업자_남,int64,462,0,1
P2_G0_final_placeholder_rows,114,졸업자_전체_여,int64,462,0,1
P2_G0_final_placeholder_rows,115,졸업자_석사_계,int64,462,0,1
P2_G0_final_placeholder_rows,116,졸업자_석사_남,int64,462,0,1
P2_G0_final_placeholder_rows,117,졸업자_석사_여,int64,462,0,1
P2_G0_final_placeholder_rows,118,졸업자_박사_계,int64,462,0,1
P2_G0_final_placeholder_rows,119,졸업자_박사_남,int64,462,0,1
P2_G0_final_placeholder_rows,120,졸업자_박사_여,int64,462,0,1
P2_G0_final_placeholder_rows,121,전임교원_계,int64,462,0,12
P2_G0_final_placeholder_rows,122,전임교원_남,int64,462,0,10
P2_G0_final_placeholder_rows,123,전임교원_여,int64,462,0,6
P2_G0_final_placeholder_rows,124,비전임교원_계,int64,462,0,74
P2_G0_final_placeholder_rows,125,비전임교원_남,int64,462,0,57
P2_G0_final_placeholder_rows,126,비전임교원_여,int64,462,0,47
P2_G0_final_placeholder_rows,127,is_no_department_placeholder,bool[pyarrow],462,0,1
P2_G0_final_placeholder_rows,128,analysis_unit_type,str,462,0,1
P2_G0_final_placeholder_rows,129,대학원구분_clean,str,462,0,3
P2_G0_final_placeholder_rows,130,대계열_clean,string,462,0,1
P2_G0_final_placeholder_rows,131,중계열_clean,string,462,0,1
P2_G0_final_placeholder_rows,132,소계열_clean,string,462,0,1
