outcome_row_id,analysis_year,school_uid,campus_uid,dept_uid,major_group_7,school_type,region_sido,split,sample_P1_STRUCTURE_READY,sample_P1_SELECTIVITY_READY,sample_P2_STRUCTURE_READY,sample_P2_SELECTIVITY_READY,sample_P3_STRUCTURE_READY,sample_P3_SELECTIVITY_READY,sample_P4_E_STRUCTURE_READY,sample_P4_P_STRUCTURE_READY,sample_P4_JOINT_STRUCTURE_READY,sample_P4_E_SELECTIVITY_READY,sample_P4_P_SELECTIVITY_READY,sample_P4_JOINT_SELECTIVITY_READY
OC2024_01250,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_ea40ea303f76,ART,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01252,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_262897db8288,SOC,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01253,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_c616f8a0f577,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01254,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_53a812e2c40c,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01255,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_573bf5146ea7,NAT,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01256,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_b1ce57a5164e,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01257,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_c924084ce191,NAT,대학교,부산,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01258,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_2fbf2c901d00,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01259,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_d28d355c527d,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01261,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_b9e93b8545a3,NAT,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01262,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_eca121b4761c,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01263,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_aa5eea5b4bb2,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01265,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_264a99e307a8,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01266,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_aaf7adc645c8,MED,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01267,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_be896449457f,NAT,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01268,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_2bd4e600177d,HUM,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01269,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_bd5bcc35f183,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01270,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_ab56efbbb997,ART,대학교,부산,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01271,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_39f3863302a9,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01272,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_fa15aa2ccd67,HUM,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01273,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_223c4b88026d,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01274,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_51ae1cc520d7,SOC,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01275,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_652ceb2edc6c,EDU,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01276,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_bfe1b73889a3,EDU,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01277,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_daa413a6ec9c,ART,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01279,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_d609ad31e994,NAT,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01280,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_361ebff105a7,HUM,대학교,부산,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01281,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_b4db99feea3b,HUM,대학교,부산,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01282,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_c3b7ff1cf37f,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01283,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_44ec3202a989,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01284,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_d9afbd70e550,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01286,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_bf6accb5b42c,HUM,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01287,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_785156d94a55,ART,대학교,부산,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01288,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_ed468ff87484,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01289,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_5d89591781f4,ENG,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01290,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_87ebe75386e1,ART,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01292,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_4f629864410d,ART,대학교,부산,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01293,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_72d396fc0a0b,SOC,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01294,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_64c921dcdd7e,ENG,대학교,부산,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01295,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_2af14f627745,ENG,대학교,부산,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01296,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_ba62c839be4f,NAT,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01297,2024,SCH_ae0579c61fd2,CAM_36a11701aa3e,DEP_79619d353d71,SOC,대학교,부산,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01298,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_e4a1389e37d8,MED,대학교,경북,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01299,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_852b18468ad4,SOC,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01301,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_faa27ee34b96,ART,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01302,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_2f99b6e598fb,SOC,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01304,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_5dded60bcaa1,ENG,대학교,경북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01305,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_f028dc76deab,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01306,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_74cea6c68d8f,MED,대학교,경북,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01309,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_efa402acf66d,SOC,대학교,경북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01310,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_d3f4388a4fa3,SOC,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01312,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_1efbce64fa5d,ENG,대학교,경북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01313,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_c7909225f757,ART,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01314,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_efa38f00e475,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01315,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_a9a62e28b0bd,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01317,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_25459052ce8a,SOC,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01318,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_e49670beffb7,MED,대학교,경북,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01319,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_8024fcfdd9cc,MED,대학교,경북,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01320,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_60e6043fcc1e,MED,대학교,경북,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01321,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_ac7d740aded2,ENG,대학교,경북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01322,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_32be3bb7626f,SOC,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01323,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_69c4e20476b0,ENG,대학교,경북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01324,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_7f698840c467,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01327,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_40a608cec0fb,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01328,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_8a086c01fe7b,ENG,대학교,경북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01329,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_c3bbcaf2ce18,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01330,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_4c731c9d42e9,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01331,2024,SCH_fc474c91d6f5,CAM_a7fd99a315c9,DEP_459e244c671f,ENG,대학교,경북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01347,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_89925bf7cd89,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01348,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_a0816c58e4b2,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01349,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_822fa31a633a,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01350,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_f8b5262836a7,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01351,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_e627b63e7715,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01352,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_1d06c3c0ced4,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01353,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_c8400d12dced,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01354,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_fc1dc54535e6,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01355,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_69d64545099d,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01356,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_c2af5212e0e1,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01357,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_d362dfbd760c,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01358,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_1035e0f93f22,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01359,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_a059719de53a,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01360,2024,SCH_f2b39b741d67,CAM_a6b509417e71,DEP_e4b37afbf5d0,EDU,교육대학,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01361,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_4f611c648da6,MED,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01363,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_b38932bc0e41,ENG,대학교,경북,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01364,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_027d792269da,ART,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01366,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_bd767bcde8f7,SOC,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01367,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_37b60d2f6414,SOC,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01368,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_c5654415cbfa,ART,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01371,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_18aac38af5fe,ENG,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01373,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_333aa9c155c9,ART,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01375,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_2c0572617601,ART,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01376,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_8f76a9bcdb40,SOC,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01377,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_f09560985ab5,SOC,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01378,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_ea90f1645cfa,ART,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01379,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_6d1a6ef4e2e3,ART,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01380,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_bd705ae6fcef,SOC,대학교,경북,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01383,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_24a2dd3a055a,ENG,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01384,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_8b537fca1e4f,ENG,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01385,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_4aeff2aa2b63,ENG,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01386,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_f4a4e81aeb28,ENG,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01387,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_bda298af2d40,ART,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01388,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_6f880b02b3e2,ART,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01389,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_29ad3c1c3b10,ART,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01390,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_7f8ad3b6ba54,NAT,대학교,경북,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01391,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_69f1b3a6f114,MED,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01393,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_c996b07ee458,ENG,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01394,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_707ee9455371,ENG,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01396,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_ab63cb09d5de,ENG,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01398,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_6e417e111643,ENG,대학교,경북,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01399,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_e3fbe78e7e19,ART,대학교,경북,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01400,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_b70b83aea243,ART,대학교,경북,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01402,2024,SCH_1f0dbf8ca0ee,CAM_7fbd33da50ba,DEP_7f02e5b081e1,ENG,대학교,경북,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01404,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_77ed18619e88,ENG,대학교,경기,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01405,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_5cf33622bb12,ART,대학교,경기,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01406,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_011b8c449695,MED,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01408,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_c7722b325dce,ENG,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01410,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_cbf01ab3ac18,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01412,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_c97a7d6a32d4,SOC,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01413,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_e9eca2fa50f3,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01414,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_36357826e50f,HUM,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01416,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_065352075dea,SOC,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01417,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_9cfcc24ad0e1,SOC,대학교,서울,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01418,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_97ced9e37fed,SOC,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01422,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_308df25b69d0,ENG,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01423,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_26565102d116,ART,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01424,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_514b00e3a3b3,ART,대학교,경기,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01427,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_4fc64c79c27a,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01428,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_652f7118b434,ART,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01429,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_6812d124b2e5,SOC,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01430,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_aeecb805d902,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01432,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_28e5abac3d04,ART,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01434,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_f8f74672a4e3,HUM,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01435,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_b093cb854e69,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01437,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_175bc08e1f02,ENG,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01438,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_bf088ed47d60,ENG,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01439,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_7b6a648af199,ART,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01441,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_d09476e19d11,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01443,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_b6487723eba7,ART,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01445,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_d5fe0168b989,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01446,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_3720be5f6363,NAT,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01453,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_859068fbffe9,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01454,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_4bc215b4fcbb,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01456,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_27ee21666186,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01458,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_c67eb52f5b0a,HUM,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01462,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_807274be0b80,ENG,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01464,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_60305f311518,NAT,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01466,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_b0e3ae9ef5f8,HUM,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01467,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_d3e5bd7c4458,NAT,대학교,경기,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01468,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_c09b09f59a76,MED,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01471,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_8c3574fb5565,MED,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_01472,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_b7fcaad7d4b1,ENG,대학교,경기,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_01474,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_bbf3319a0547,ENG,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_01475,2024,SCH_c82adbe73aeb,CAM_153004ff9506,DEP_faf9c65562f0,ART,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01476,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_e875db2c61f0,ENG,대학교,경기,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_01477,2024,SCH_c82adbe73aeb,CAM_c86c2054b12a,DEP_34a4942feff3,ENG,대학교,경기,train,False,False,True,True,True,True,False,False,False,False,False,False
