시도,학교명,rows,dept_codes,degree_courses,total_capacity,total_applicants,total_admitted,total_enrolled,total_foreign_students,total_graduates,full_time_faculty
경기,구세군사관대학원대학교,2,2,1,0,12,10,21,2,8,7
경기,국제법률경영대학원대학교,2,2,1,0,2,2,110,110,47,9
경기,능인대학원대학교,2,2,1,0,41,22,41,0,6,8
경기,대진대학교 통일대학원,2,2,1,0,28,24,48,0,11,2
경기,서울신학대학교 신학전문대학원,2,2,1,0,48,34,183,6,19,8
경기,서울신학대학교상담대학원,2,2,1,0,52,32,76,0,29,5
경기,성결대학교신학대학원,2,2,1,0,59,44,137,0,41,0
경기,성균관대학교 임상간호대학원,2,2,1,0,234,40,130,0,27,0
경기,수원대학교 고용서비스대학원,2,2,1,0,28,25,43,1,16,0
경기,수원대학교 미술대학원,2,2,1,0,15,11,39,1,20,0
경기,아신대학교 상담대학원,2,2,1,0,34,29,107,1,19,0
경기,아신대학교 선교대학원,2,2,1,0,23,18,89,2,20,11
경기,아주대학교 교통·ITS대학원,2,2,1,0,65,65,117,0,41,0
경기,아주대학교 임상치의학대학원,2,2,1,0,20,18,39,2,12,0
경기,안양대학교 대신신학대학원,2,2,1,0,17,11,18,0,0,3
경기,안양대학교신학대학원,2,2,1,0,0,0,7,0,11,0
경기,용인대학교 재활복지대학원,2,2,1,0,65,28,50,0,9,1
경기,용인대학교경영대학원,2,2,1,0,8,6,9,2,10,0
경기,중앙승가대학교대학원,2,2,1,0,29,25,76,2,13,0
경기,차의과학대학교 경영대학원,2,2,1,0,20,19,20,0,18,0
경기,차의과학대학교 스포츠의학대학원,2,2,1,0,111,68,202,1,48,2
경기,차의과학대학교 임상약학대학원,2,2,1,0,21,14,54,0,13,0
경기,평택대학교 통번역대학원,2,2,1,0,23,20,34,7,8,1
경기,평택대학교 피어선신학전문대학원,2,2,1,0,34,28,75,4,28,6
경기,한경국립대학교 국제개발협력대학원,2,2,1,0,7,1,13,7,8,0
경기,한국폴리텍 II 대학 화성캠퍼스,2,2,1,0,27,18,35,0,12,6
경기,한세대학교 공학대학원,2,2,1,0,0,0,1,0,1,0
경기,한세대학교 영산신학대학원,2,2,1,0,62,54,165,3,37,0
경기,한신대학교 정신분석대학원,2,2,1,0,30,12,45,1,15,0
경기,협성대학교교육대학원,2,2,1,0,19,15,46,0,14,1
경남,부산대학교 의학전문대학원,2,2,1,0,0,0,1,0,4,0
경남,인제대학교 사회복지대학원,2,2,1,0,36,30,81,0,23,0
경남,창신대학교 부동산경영대학원,2,2,1,0,39,32,83,35,22,0
경북,경운대학교 사회복지대학원,2,2,1,0,57,38,68,13,23,0
경북,국립안동대학교 한국문화산업전문대학원,2,2,1,0,24,20,59,8,12,6
경북,김천대학교 사회문화대학원,2,2,1,0,4,3,11,5,3,0
경북,동국대학교 경영대학원,2,2,1,0,17,15,46,0,13,0
경북,위덕대학교 불교대학원,2,2,1,0,3,3,15,1,7,0
경북,위덕대학교 사회복지대학원,2,2,1,0,21,18,55,0,22,0
경북,포스코기술대학,2,2,1,30,23,23,46,0,23,1
경북,한국폴리텍 Ⅵ 대학 영주캠퍼스,2,2,1,25,39,28,63,0,12,4
경북,한동대학교 교육대학원,2,2,1,0,16,14,52,0,15,2
경북,한동대학교 국제개발협력대학원,2,2,1,0,84,31,33,31,21,1
경북,한동대학교 국제법률대학원,2,2,1,0,99,56,152,13,53,12
광주,광신대학교 국제대학원,2,2,1,0,36,29,53,8,15,0
광주,광신대학교 사회복지대학원,2,2,1,0,27,23,47,1,15,0
광주,광신대학교 음악대학원,2,2,1,0,15,14,30,0,12,0
광주,광신대학교신학대학원,2,2,1,0,75,60,175,1,46,0
광주,전남대학교행정대학원,2,2,1,0,0,0,2,0,7,0
광주,조선간호대학교,2,2,1,139,1451,193,820,0,191,22
광주,호남대학교 교육대학원,2,2,1,0,28,20,80,0,28,1
광주,호남신학대학교기독교상담대학원,2,2,1,0,19,16,38,0,0,0
대구,경북대학교 보건대학원,2,2,1,0,73,40,121,0,46,0
대구,경북대학교 의학전문대학원,2,2,1,0,0,0,2,0,0,0
대구,계명대학교 경영대학원,2,2,1,0,80,54,123,93,32,0
대구,계명대학교 글로벌창업대학원,2,2,1,0,51,43,93,12,30,5
대구,계명대학교 스포츠산업대학원,2,2,1,0,3,3,0,0,6,0
대구,대구가톨릭대학교 사회복지대학원,2,2,1,0,21,15,43,2,22,0
대구,대구가톨릭대학교 예술대학원,2,2,1,0,4,4,0,0,7,0
대구,대구가톨릭대학교 유스티노자유대학원,2,2,1,0,46,36,67,0,25,0
대구,대구가톨릭대학교 의료보건산업대학원,2,2,1,0,52,27,55,0,15,0
대구,대구대학교,2,2,1,129,1403,136,606,0,122,16
대구,영남대학교 문화예술디자인대학원,2,2,1,0,15,13,30,0,14,0
대구,영남대학교 행정대학원,2,2,1,0,0,0,0,0,2,0
대전,대전대학교 교육대학원,2,2,1,0,37,29,75,0,30,1
대전,배재대학교 관광축제호텔대학원,2,2,1,0,0,0,0,0,2,0
대전,우송대학교 글로벌외식조리대학원,2,2,1,0,3,2,10,2,5,1
대전,우송대학교 보건복지대학원,2,2,1,0,36,30,73,9,28,0
대전,충남대학교 국가정책대학원,2,2,1,0,84,42,92,0,41,3
대전,충남대학교특허법무대학원,2,2,1,0,38,29,76,0,30,0
대전,한국침례신학대학교 상담복지대학원,2,2,1,0,0,0,0,0,4,0
대전,한남대학교학제신학대학원,2,2,1,0,10,8,19,0,15,0
부산,고신대학교 일반대학원,2,2,1,0,27,26,96,0,10,0
부산,국립한국해양대학교 해양과학기술전문대학원,2,2,1,0,38,21,48,6,22,6
부산,국립한국해양대학교 해양금융대학원,2,2,1,0,49,32,67,0,24,1
부산,동아대학교 경영대학원,2,2,1,0,71,50,180,0,79,0
부산,부산디지털대학교 휴먼서비스대학원,2,2,1,0,99,34,96,0,27,0
부산,부산외국어대학교 글로벌골프대학원,2,2,1,0,0,0,2,0,2,0
부산,신라대학교 상담치료대학원,2,2,1,0,40,26,60,1,22,0
부산,인제대학교 보건대학원,2,2,1,0,59,46,136,0,38,3
부산,인제대학교 일반대학원,2,2,1,0,117,90,176,14,90,0
서울,가톨릭대학교 글로벌융합대학원,2,2,1,0,0,0,0,0,1,0
서울,가톨릭대학교경영대학원,2,2,1,0,70,42,42,42,0,0
서울,강서대학교 교육대학원,2,2,1,0,17,15,34,0,19,0
서울,건국대학교 수의방역대학원,2,2,1,0,24,18,27,0,7,0
서울,건국대학교건축전문대학원,2,2,1,0,239,67,168,1,36,6
서울,경희사이버대학교 호텔관광대학원,2,2,1,0,48,39,98,4,23,0
서울,고려대학교 국제대학원,2,2,1,0,342,144,272,159,128,10
서울,고려대학교 에너지환경대학원(그린스쿨),2,2,1,0,120,64,141,21,29,9
서울,고려대학교 융합데이터과학대학원,2,2,1,0,586,39,39,0,0,0
서울,광운대학교 상담복지정책대학원,2,2,1,0,129,85,171,0,70,3
서울,국민대학교 글로벌창업벤처대학원,2,2,1,0,49,39,83,12,34,6
서울,국민대학교 자동차모빌리티대학원,2,2,1,0,48,46,118,4,0,13
서울,국민대학교비즈니스IT전문대학원,2,2,1,0,88,43,96,5,38,6
서울,국제예술대학교,2,2,1,404,5257,343,984,0,230,15
서울,동국대학교 교육대학원,2,2,1,0,286,55,201,10,90,1
서울,동국대학교 국제정보보호대학원,2,2,1,0,93,67,197,0,44,0
서울,동국대학교 법무대학원,2,2,1,0,39,24,98,3,39,0
서울,동덕여자대학교 교육대학원,2,2,1,0,8,3,10,0,4,0
서울,동덕여자대학교 문화 예술치료대학원,2,2,1,0,0,0,0,0,3,0
서울,북한대학원대학교,2,2,1,0,94,71,175,9,36,10
서울,서강대학교영상대학원,2,2,1,0,0,0,0,0,4,0
서울,서경대학교 융합대학원,2,2,1,0,26,17,17,0,0,0
서울,서울과학종합대학원대학교,2,2,1,0,751,574,980,275,608,19
서울,서울시립대학교 경영대학원,2,2,1,0,200,133,289,1,128,0
서울,서울시립대학교 법학전문대학원,2,2,1,0,205,55,169,0,38,24
서울,서울시립대학교 세무전문대학원,2,2,1,0,148,52,139,0,44,7
서울,서울여자대학교 교육대학원,2,2,1,0,18,9,12,0,13,1
서울,성공회대학교문화대학원,2,2,1,0,14,10,36,0,6,1
서울,성균관대학교 경영대학원,2,2,1,0,0,0,0,0,2,0
서울,성균관대학교 국가전략대학원,2,2,1,0,39,26,63,0,15,0
서울,성균관대학교 국정전문대학원,2,2,1,0,95,63,164,20,53,16
서울,성균관대학교 번역·테솔(TESOL)대학원,2,2,1,0,29,19,48,2,16,0
서울,세종대학교공연예술대학원,2,2,1,0,0,0,0,0,2,0
서울,숙명여자대학교 경영전문대학원,2,2,1,0,63,40,51,1,9,0
서울,숙명여자대학교 심리치료대학원,2,2,1,0,185,61,171,0,66,2
서울,숙명여자대학교 인적자원개발대학원,2,2,1,0,42,30,73,0,25,2
서울,숙명여자대학교 전통문화예술대학원,2,2,1,0,0,0,0,0,2,0
서울,숙명여자대학교 정책대학원,2,2,1,0,44,29,91,1,21,0
서울,연세대학교 연합신학대학원,2,2,1,0,376,55,200,44,21,20
서울,연세대학교 행정대학원,2,2,1,0,266,151,497,0,132,0
서울,예명대학원대학교,2,2,1,0,462,188,366,174,120,12
서울,이화여자대학교 국제대학원,2,2,1,0,222,129,237,163,81,17
서울,이화여자대학교 임상치의학대학원,2,2,1,0,28,13,33,0,10,0
서울,중앙대학교 경영전문대학원,2,2,1,0,116,82,187,43,77,0
서울,중앙대학교 국제대학원,2,2,1,0,291,67,151,31,82,9
서울,중앙대학교 사회개발대학원,2,2,1,0,0,0,0,0,2,0
서울,중앙대학교 첨단영상대학원,2,2,1,0,286,132,291,64,101,20
서울,총신대학교교육대학원,2,2,1,0,98,78,197,2,69,0
서울,총신대학교상담대학원,2,2,1,0,52,34,124,0,42,0
서울,추계예술대학교 교육대학원,2,2,1,0,0,0,0,0,16,0
서울,한국성서대학교대학원,2,2,1,0,26,23,58,7,13,0
서울,한국체육대학교 대학원,2,2,1,0,208,112,304,9,84,0
서울,한신대학교 사회혁신경영대학원,2,2,1,0,6,5,22,0,9,0
서울,한양대학교 부동산융합대학원,2,2,1,0,370,128,368,0,88,1
서울,한양대학교 임상간호대학원,2,2,1,0,180,73,190,0,66,0
서울,한양대학교 임상간호정보대학원,2,2,1,0,0,0,0,0,2,0
서울,한양대학교국제관광대학원,2,2,1,0,72,42,100,12,37,0
서울,한양사이버대학교 미래융합공학대학원,2,2,1,0,158,102,236,2,64,0
서울,호서대학교 글로벌창업대학원,2,2,1,0,44,37,67,1,24,1
서울,홍익대학교 공연예술대학원,2,2,1,0,245,101,216,20,85,11
세종,고려대학교 세종캠퍼스 행정대학원,2,2,1,0,0,0,0,0,2,0
세종,홍익대학교 스마트도시 과학경영대학원,2,2,1,0,0,0,0,0,1,2
울산,울산과학기술원 기술경영전문대학원,2,2,1,0,105,58,144,0,56,2
인천,가천대학교 보건대학원,2,2,1,0,57,32,93,0,33,0
인천,인하대학교 경영대학원,2,2,1,0,98,69,152,2,84,0
인천,인하대학교 상담심리대학원,2,2,1,0,156,37,90,1,34,0
전남,영산선학대학교,2,2,1,50,3,2,31,1,16,11
전북,전북대학교 보건대학원,2,2,1,0,16,12,31,0,10,0
전북,전주대학교 선교신학대학원,2,2,1,0,13,12,51,1,24,2
제주,제주대학교 보건복지대학원,2,2,1,0,38,28,91,0,23,0
충남,고신대학교신학대학원,2,2,1,0,174,134,406,10,145,13
충남,국립공주대학교 경영대학원,2,2,1,0,30,24,90,2,29,0
충남,선문대학교교육대학원,2,2,1,0,13,10,24,0,11,0
충남,순천향대학교 창의라이프대학원,2,2,1,0,36,32,104,0,0,1
충남,한서대학교 국제디자인융합전문대학원,2,2,1,0,42,41,60,40,34,10
충남,호서대학교 경영대학원,2,2,1,0,21,21,36,12,14,2
충북,건국대학교 의학전문대학원,2,2,1,0,0,0,138,0,44,186
충북,서원대학교 일반대학원,2,2,1,0,10,8,16,0,0,0
충북,우석대학교 경영문화대학원,2,2,1,0,6,5,22,0,9,0
충북,중원대학교 평생학습대학원,2,2,1,0,8,5,20,1,4,0
충북,청주대학교 사회복지행정대학원,2,2,1,0,0,0,0,0,7,0
충북,청주대학교 예술대학원,2,2,1,0,11,9,10,3,1,0
경남,영산대학교 기술창업대학원,2,1,1,0,6,5,15,0,8,0
부산,영산대학교 부동산대학원,2,1,1,0,22,19,48,0,14,0
강원,강원관광대학교,1,1,1,0,0,0,0,0,0,0
강원,강원대학교 녹색생명산업정책대학원,1,1,1,0,22,22,63,0,22,0
강원,강원대학교 의학전문대학원,1,1,1,0,0,0,109,0,57,0
강원,강원대학교법학전문대학원,1,1,1,0,230,42,132,0,42,29
강원,상지대학교 사회복지정책대학원,1,1,1,0,18,12,31,0,10,0
강원,서울대학교 국제농업기술대학원,1,1,1,0,50,38,67,10,26,22
강원,한림대학교경영대학원,1,1,1,0,10,9,15,0,7,0
강원,한림대학교사회복지대학원,1,1,1,0,46,43,77,0,47,0
경기,가천대학교 교육대학원,1,1,1,0,231,116,285,0,108,9
경기,가천대학교 산업환경대학원,1,1,1,0,0,0,29,0,50,0
경기,가톨릭대학교 교회법대학원,1,1,1,0,3,3,19,2,2,4
경기,가톨릭대학교 글로벌지식경영대학원,1,1,1,0,1,0,6,1,0,0
경기,강남대학교 국제대학원,1,1,1,0,0,0,2,2,1,2
경기,강남대학교사회복지전문대학원,1,1,1,0,0,0,0,0,7,0
경기,단국대학교 정보·지식재산대학원,1,1,1,0,0,0,0,0,1,0
경기,대진대학교 DNA플러스융합기술전문대학원,1,1,1,0,20,20,38,0,0,0
경기,삼성전자공과대학교,1,1,1,140,108,96,242,0,28,0
경기,서울신학대학교 교회성장대학원,1,1,1,0,13,11,17,0,13,0
경기,서울신학대학교 글로벌리더십경영융합대학원,1,1,1,0,12,8,10,3,0,0
경기,서울신학대학교 설교대학원,1,1,1,0,18,15,23,0,11,2
경기,서울신학대학교사회복지대학원,1,1,1,0,0,0,0,0,7,0
경기,서울신학대학교신학대학원,1,1,1,0,162,142,477,3,131,8
경기,서울장신대학교 교회음악대학원,1,1,1,0,5,4,8,0,3,0
경기,서울장신대학교 사회복지상담대학원,1,1,1,0,3,2,4,0,3,0
경기,서울장신대학교 신학대학원,1,1,1,0,54,41,162,0,53,0
경기,서울장신대학교 영성심리치유대학원,1,1,1,0,7,5,13,0,2,0
경기,서울장신대학교 예배찬양사역대학원,1,1,1,0,16,14,65,3,17,0
경기,서울장신대학교 일반대학원,1,1,1,0,39,24,105,1,21,0
경기,서울장신대학교 자연치유선교대학원,1,1,1,0,8,7,15,0,5,0
경기,성결대학교사회복지대학원,1,1,1,0,29,24,24,0,31,0
경기,성결대학교신학전문대학원,1,1,1,0,0,0,0,0,1,0
경기,성균관대학교 과학기술대학원,1,1,1,0,0,0,0,0,1,0
경기,성균관대학교 기술경영전문대학원,1,1,1,0,138,47,96,0,40,0
경기,성균관대학교 수자원전문대학원,1,1,1,0,7,6,16,1,5,7
경기,성균관대학교 의학전문대학원,1,1,1,0,0,0,1,0,0,0
경기,성균관대학교 임상약학대학원,1,1,1,0,0,0,0,0,1,0
경기,성서침례대학원대학교,1,1,1,0,29,29,67,3,22,6
경기,수원가톨릭대학교,1,1,1,90,34,25,156,4,33,10
경기,수원가톨릭대학교대학원,1,1,1,0,18,17,51,6,19,0
경기,수원대학교 공공정책대학원,1,1,1,0,41,34,58,0,27,0
경기,수원대학교 글로벌창업대학원,1,1,1,0,16,11,20,0,8,5
경기,수원대학교 문화예술대학원,1,1,1,0,6,6,8,1,1,0
경기,수원대학교 뷰티사이언스대학원,1,1,1,0,0,0,3,0,0,0
경기,수원대학교 스포츠과학대학원,1,1,1,0,14,14,20,0,3,0
경기,수원대학교경영대학원,1,1,1,0,6,4,7,0,5,1
경기,수원대학교사회복지대학원,1,1,1,0,29,23,33,0,18,1
경기,수원대학교호텔관광대학원,1,1,1,0,8,8,12,11,1,1
경기,실천신학대학원대학교,1,1,1,0,41,38,88,1,31,8
경기,아신대학교 복지대학원,1,1,1,0,0,0,1,1,4,1
경기,아주대학교 IT융합대학원,1,1,1,0,55,43,85,0,38,0
경기,아주대학교 글로벌제약임상대학원,1,1,1,0,28,21,64,0,18,0
경기,아주대학교 법학전문대학원,1,1,1,0,429,55,160,0,55,27
경기,아주대학교 보건대학원,1,1,1,0,48,37,88,0,34,1
경기,아주대학교경영대학원,1,1,1,0,291,238,541,9,259,0
경기,아주대학교교육대학원,1,1,1,0,787,247,628,0,254,10
경기,아주대학교정보통신대학원,1,1,1,0,331,293,587,68,193,0
경기,에스라성경대학원대학교,1,1,1,0,47,47,94,1,27,7
경기,용인대학교 문화재대학원,1,1,1,0,0,0,0,0,2,0
경기,용인대학교 태권도대학원,1,1,1,0,20,19,36,1,5,0
경기,용인대학교예술대학원,1,1,1,0,0,0,0,0,1,0
경기,용인대학교재활보건과학대학원,1,1,1,0,0,0,0,0,1,0
경기,용인대학교체육과학대학원,1,1,1,0,0,0,0,0,0,0
경기,제네바신학대학원대학교,1,1,1,0,3,3,8,0,2,8
경기,차의과학대학교 미술치료대학원,1,1,1,0,74,57,136,0,49,1
경기,차의과학대학교 의학전문대학원,1,1,1,0,333,42,173,1,38,359
경기,차의과학대학교 임상상담심리대학원,1,1,1,0,97,35,97,0,26,1
경기,칼빈신학대학원,1,1,1,0,127,65,158,0,68,0
경기,한경국립대학교 미래융합기술대학원,1,1,1,0,0,0,0,0,1,0
경기,한국공학대학교 AI융합탄소중립전문대학원,1,1,1,0,11,10,9,0,0,0
경기,한세대학교 심리상담대학원,1,1,1,0,36,25,43,0,14,0
경기,협성대학교 웨슬리신학대학원,1,1,1,0,27,27,61,0,0,0
경기,협성대학교신학대학원,1,1,1,0,2,1,0,0,32,0
경남,가야대학교일반대학원,1,1,1,0,5,5,11,4,16,0
경남,가야대학교행정대학원,1,1,1,0,25,23,48,3,13,0
경남,경남과학기술대학교 창업대학원,1,1,1,0,0,0,17,0,17,0
경남,경상국립대학교 보건대학원,1,1,1,0,24,17,60,0,12,0
경남,경상국립대학교 스마트미래농업대학원,1,1,1,0,12,7,14,0,3,0
경남,경상국립대학교 의학전문대학원,1,1,1,0,0,0,0,0,1,0
경남,경상국립대학교 항공우주특성화대학원,1,1,1,0,29,19,37,0,8,0
경남,국립창원대학교 사회복지대학원,1,1,1,0,27,27,86,0,26,0
경남,부산장신대학교 강해설교대학원,1,1,1,0,3,1,5,0,3,0
경남,부산장신대학교 상담및심리치료대학원,1,1,1,0,4,2,21,0,6,1
경남,부산장신대학교 장애인교육선교대학원,1,1,1,0,6,6,6,0,3,0
경남,부산장신대학교신학대학원,1,1,1,0,44,37,135,1,31,0
경남,부산장신대학교일반대학원,1,1,1,0,17,16,45,0,2,0
경남,인제대학교 경영대학원,1,1,1,0,14,14,31,0,12,0
경남,한국폴리텍 VII 대학 진주캠퍼스,1,1,1,0,0,0,3,0,4,4
경북,경일대학교 보건복지대학원,1,1,1,0,0,0,0,0,1,0
경북,경일대학교 산업경영대학원,1,1,1,0,0,0,0,0,1,0
경북,국립금오공과대학교 컨설팅대학원,1,1,1,0,17,17,32,0,5,0
경북,대구가톨릭대학교 예술대학원,1,1,1,0,0,0,1,0,0,0
경북,대구가톨릭대학교 유아교육대학원,1,1,1,0,18,13,28,0,10,0
경북,대구대학교 교육대학원,1,1,1,0,205,75,268,2,98,1
경북,대구대학교 특수교육대학원,1,1,1,0,36,29,89,0,22,0
경북,대구대학교사회복지대학원,1,1,1,0,44,32,106,0,39,0
경북,대구사이버대학교 휴먼케어대학원,1,1,1,0,96,41,122,0,32,0
경북,대신대학교 신학대학원,1,1,1,0,78,70,259,2,37,0
경북,동국대학교 의학전문대학원,1,1,1,0,0,0,6,0,8,0
경북,동양대학교교육대학원,1,1,1,0,6,6,19,0,6,0
경북,영남대학교 법학전문대학원,1,1,1,0,872,77,227,0,70,20
경북,영남신학대학교 미래목회대학원,1,1,1,0,3,3,5,0,4,0
경북,영남신학대학교 상담대학원,1,1,1,0,11,11,17,1,10,0
경북,영남신학대학교 성서신학대학원,1,1,1,0,4,4,5,0,4,0
경북,영남신학대학교 통일선교대학원,1,1,1,0,1,1,6,1,1,0
경북,영남신학대학교사회복지대학원,1,1,1,0,3,3,4,0,6,0
경북,영남신학대학교신학대학원,1,1,1,0,64,64,216,3,43,0
경북,위덕대학교 경영대학원,1,1,1,0,11,10,31,5,9,0
경북,위덕대학교 교육대학원,1,1,1,0,19,16,57,24,16,1
경북,포항공과대학교 철강?에너지소재대학원,1,1,1,0,0,0,0,0,13,0
경북,포항공과대학교 친환경소재대학원,1,1,1,0,111,35,93,8,13,12
경북,한동대학교 국제경영대학원,1,1,1,0,5,2,5,5,0,0
경북,한동대학교 통역번역대학원,1,1,1,0,5,4,9,0,2,0
경북,한동대학교상담대학원,1,1,1,0,44,25,55,0,23,0
광주,광주대학교사회복지전문대학원,1,1,1,0,44,39,93,1,28,7
광주,기독간호대학교,1,1,1,144,1165,178,673,0,144,20
광주,전남대학교 경영전문대학원,1,1,1,0,70,56,116,18,57,0
광주,전남대학교 데이터사이언스대학원,1,1,1,0,78,59,94,1,16,9
광주,전남대학교 식물방역대학원,1,1,1,0,6,6,24,0,0,0
광주,전남대학교 의학전문대학원,1,1,1,0,0,0,0,0,0,0
광주,조선대학교 의학전문대학원,1,1,1,0,0,0,1,0,3,0
광주,조선대학교 임상약학대학원,1,1,1,0,4,4,9,0,3,0
광주,조선대학교 치의학전문대학원,1,1,1,0,0,0,0,0,1,0
광주,조선대학교경영대학원,1,1,1,0,9,8,23,0,10,0
광주,조선대학교디자인대학원,1,1,1,0,1,1,7,0,7,0
광주,호남신학대학교 기독교사회복지대학원,1,1,1,0,7,6,6,0,0,0
광주,호남신학대학교 사회복지대학원,1,1,1,0,0,0,11,1,3,0
광주,호남신학대학교 상담대학원,1,1,1,0,0,0,26,0,19,0
광주,호남신학대학교교회음악대학원,1,1,1,0,14,14,65,1,4,0
광주,호남신학대학교대학원,1,1,1,0,17,17,131,0,5,0
대구,경북대학교 데이터사이언스대학원,1,1,1,0,99,50,117,0,16,7
대구,경북대학교 법학전문대학원,1,1,1,0,740,138,419,0,116,38
대구,경북대학교 식물방역대학원,1,1,1,0,6,3,19,0,0,0
대구,경북대학교 임상간호대학원,1,1,1,0,51,15,28,0,0,0
대구,경북대학교 치의학전문대학원,1,1,1,0,0,0,1,0,2,0
대구,대구가톨릭대학교 상담대학원,1,1,1,0,77,53,119,1,49,0
대구,대구가톨릭대학교 신학대학원,1,1,1,0,9,9,24,0,10,0
대구,대구대학교 대학원,1,1,1,0,9,8,7,0,0,0
대구,영남대학교,1,1,1,0,0,0,305,0,64,159
대구,영남대학교 스포츠과학대학원,1,1,1,0,0,0,0,0,13,0
대구,영남대학교 일반대학원,1,1,1,0,22,17,64,3,19,0
대전,건양대학교 바이오융합대학원,1,1,1,0,11,11,27,0,14,0
대전,건양대학교 상담대학원,1,1,1,0,42,26,54,0,21,0
대전,대전대학교 상담대학원,1,1,1,0,0,0,1,0,0,0
대전,대전신학대학교,1,1,1,32,17,13,57,0,8,8
대전,목원대학교 웨슬리신학대학원,1,1,1,0,51,46,133,1,66,2
대전,목원대학교신학대학원,1,1,1,0,0,0,0,0,0,0
대전,배재대학교 국방정책대학원,1,1,1,0,17,10,10,0,0,0
대전,우송대학교 Culture-Technology융합대학원,1,1,1,0,38,25,65,51,31,0
대전,우송대학교 경영대학원,1,1,1,0,61,59,155,144,135,0
대전,충남대학교 법학전문대학원,1,1,1,0,481,114,332,0,109,31
대전,충남대학교 분석과학기술대학원,1,1,1,0,38,30,55,4,24,7
대전,충남대학교 스마트농업대학원,1,1,1,0,0,0,35,0,17,0
대전,충남대학교 신약전문대학원,1,1,1,0,30,21,40,0,19,8
대전,충남대학교 에너지과학기술대학원,1,1,1,0,47,34,67,10,17,7
대전,충남대학교경영대학원,1,1,1,0,115,93,213,1,75,1
대전,충남대학교보건대학원,1,1,1,0,64,38,83,0,28,0
대전,충남대학교행정대학원,1,1,1,0,97,56,183,0,38,0
대전,한국침례신학대학교 교회음악대학원,1,1,1,0,0,0,1,0,2,0
대전,한국침례신학대학교 목회신학대학원,1,1,1,0,9,7,33,0,3,0
대전,한국침례신학대학교 상담대학원,1,1,1,0,47,25,55,0,20,0
대전,한국침례신학대학교 선교대학원,1,1,1,0,0,0,0,0,1,0
대전,한국침례신학대학교 성서주해대학원,1,1,1,0,0,0,2,0,7,0
대전,한국침례신학대학교 신학대학원,1,1,1,0,187,164,607,10,139,0
부산,경성대학교 경영대학원,1,1,1,0,0,0,0,0,1,0
부산,경성대학교 사회복지대학원,1,1,1,0,14,13,20,0,16,0
부산,경성대학교 예술종합대학원,1,1,1,0,0,0,0,0,2,0
부산,경성대학교 임상약학보건대학원,1,1,1,0,0,0,0,0,1,0
부산,고신대학교기독교상담대학원,1,1,1,0,17,16,35,1,12,0
부산,국립부경대학교 기술경영전문대학원,1,1,1,0,101,74,148,59,39,8
부산,국립한국해양대학교 글로벌물류대학원,1,1,1,0,31,21,42,0,24,1
부산,동서대학교 경영대학원,1,1,1,0,21,17,16,5,0,0
부산,동서대학교 디자인전문대학원,1,1,1,0,0,0,0,0,1,0
부산,동아대학교 국제전문대학원,1,1,1,0,46,29,62,46,38,7
부산,동아대학교 법무대학원,1,1,1,0,4,3,19,0,5,0
부산,동아대학교 법학전문대학원,1,1,1,0,845,87,268,1,72,23
부산,부산대학교 금융대학원,1,1,1,0,13,13,28,1,22,0
부산,부산대학교 기술창업대학원,1,1,1,0,37,21,72,0,34,1
부산,부산대학교 데이터사이언스전문대학원,1,1,1,0,41,14,14,0,0,3
부산,부산대학교 법학전문대학원,1,1,1,0,526,138,430,1,102,39
부산,한국폴리텍 VII 대학 동부산캠퍼스,1,1,1,0,4,4,14,0,4,7
서울,SPC식품과학대학,1,1,1,25,25,25,45,0,20,0
서울,가톨릭대학교 교회음악대학원,1,1,1,0,9,8,19,0,3,1
서울,가톨릭대학교문화영성대학원,1,1,1,0,8,8,30,0,14,1
서울,가톨릭대학교행정대학원,1,1,1,0,38,31,43,0,32,0
서울,감리교신학대학교,1,1,1,154,266,143,786,1,171,26
서울,감리교신학대학교대학원,1,1,1,0,87,62,237,4,53,0
서울,감리교신학대학교목회신학대학원,1,1,1,0,53,44,144,4,34,0
서울,감리교신학대학교신학대학원,1,1,1,0,145,125,341,2,101,0
서울,강서대학교 사회복지대학원,1,1,1,0,22,19,36,0,14,0
서울,강서대학교 신학대학원,1,1,1,0,7,5,20,0,7,0
서울,건국대학교 법학전문대학원,1,1,1,0,139,44,134,0,37,22
서울,건국대학교경영대학원,1,1,1,0,0,0,1,0,0,0
서울,경희대학교 간호대학원,1,1,1,0,57,20,66,0,10,0
서울,경희대학교 법학전문대학원,1,1,1,0,288,70,206,0,65,24
서울,경희대학교 의학전문대학원,1,1,1,0,0,0,1,0,0,0
서울,경희대학교 치의학전문대학원,1,1,1,0,0,0,0,0,0,0
서울,고려대학교 KU-KIST융합대학원,1,1,1,0,142,74,144,2,41,11
서울,고려대학교 그린스쿨(에너지환경정책기술대학원),1,1,1,0,0,0,0,0,8,0
서울,고려대학교 법학전문대학원,1,1,1,0,388,132,405,0,124,45
서울,고려대학교 심리융합과학대학원,1,1,1,0,102,41,59,0,0,0
서울,고려사이버대학교 융합정보대학원,1,1,1,0,97,70,196,1,27,0
서울,국민대학교 자동차산업대학원,1,1,1,0,12,11,29,1,22,0
서울,동국대학교 미래융합대학원,1,1,1,0,25,18,61,0,0,0
서울,동덕여자대학교 공연예술대학원,1,1,1,0,0,0,0,0,2,0
서울,동덕여자대학교 보건과학대학원,1,1,1,0,0,0,1,0,1,0
