column,dtype_actual,semantic_role,feature_block,measurement_level,grain,unit,source_dataset,source_column,derivation_formula,is_identifier,is_target_candidate,is_context,is_quality_metadata,model_default_active,review_required,notes
goms_profile_years_n,Int16,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,profile_years_n,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_aggregation_method,category,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,aggregation_method,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_employment_rate_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_employment_rate_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_firm_300plus_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_firm_300plus_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_public_nonprofit_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_public_nonprofit_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_permanent_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_permanent_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_unstable_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_unstable_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_self_employed_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_self_employed_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_industry_hhi,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_industry_hhi,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_industry_top3_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_industry_top3_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_professional_highskill_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,recent_professional_highskill_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_mean_income_10kkrw,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_mean_income_10kkrw,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_weekly_work_hours,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_weekly_work_hours,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_recent_hourly_income_proxy,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,recent_hourly_income_proxy,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_income_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,income_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_hours_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,hours_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_firm_300plus_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,firm_300plus_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_permanent_trend_per_year,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,permanent_trend_per_year,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_mean_income_10kkrw,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,latest_2019_mean_income_10kkrw,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_weekly_work_hours,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,latest_2019_weekly_work_hours,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_firm_300plus_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,latest_2019_firm_300plus_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_latest_2019_permanent_pct,Float32,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,percent,D07_HANDOFF,latest_2019_permanent_pct,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_source_years_observed,Int16,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,source_years_observed,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,False,False,identifier_label_or_qa_metadata
goms_year_over_year_review_flag,boolean,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,year_over_year_review_flag,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,False,False,identifier_label_or_qa_metadata
goms_mapping_confidence,category,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,mapping_confidence,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
goms_row_qa_status,category,major7_historical_context,GOMS,major7,analysis_year + school_uid + campus_uid + dept_uid + outcome_row_id,numeric,D07_HANDOFF,row_qa_status,major_group_7 keyed historical GOMS recent profile merge,False,False,True,False,True,False,candidate_feature_or_context
