dataset,raw_value,standard_value,basis,confidence,approval_status
D01,고려대학교 세종캠퍼스 경영정보대학원,고려대학교세종캠퍼스경영정보대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 교육대학원,고려대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 국제대학원,고려대학교국제대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 노동대학원,고려대학교노동대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 법무대학원,고려대학교법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 보건대학원,고려대학교보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 언론대학원,고려대학교언론대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 세종캠퍼스 인문정보대학원,고려대학교세종캠퍼스인문정보대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 정책대학원,고려대학교정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 세종캠퍼스 행정대학원,고려대학교세종캠퍼스행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 임상치의학대학원,고려대학교임상치의학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 컴퓨터정보통신대학원,고려대학교컴퓨터정보통신대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 세종캠퍼스 의용과학대학원,고려대학교세종캠퍼스의용과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 정보보호대학원,고려대학교정보보호대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 경영전문대학원,고려대학교경영전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 공학대학원,고려대학교공학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 법학전문대학원,고려대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 생명환경과학대학원,고려대학교생명환경과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 세종캠퍼스 창업경영대학원,고려대학교세종캠퍼스창업경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 그린스쿨(에너지환경정책기술대학원),고려대학교그린스쿨,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 기술경영전문대학원,고려대학교기술경영전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 KU-KIST융합대학원,고려대학교kukist융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 세종캠퍼스 행정전문대학원,고려대학교세종캠퍼스행정전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 문화스포츠대학원,고려대학교문화스포츠대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 미디어대학원,고려대학교미디어대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 에너지환경대학원(그린스쿨),고려대학교에너지환경대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 세종캠퍼스 융합과학대학원,고려대학교세종캠퍼스융합과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 심리융합과학대학원,고려대학교심리융합과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 융합데이터과학대학원,고려대학교융합데이터과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고려대학교 SW?AI융합대학원,고려대학교swai융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교,고신대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교 대학원,고신대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교 일반대학원,고신대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교교육대학원,고신대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교 교회음악대학원,고신대학교교회음악대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교보건대학원,고신대학교보건대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교신학대학원,고신대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교기독교상담대학원,고신대학교기독교상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,고신대학교 선교목회대학원,고신대학교선교목회대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,가톨릭관동대학교,가톨릭관동대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,가톨릭관동대학교 일반대학원,가톨릭관동대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,가톨릭관동대학교 교육대학원,가톨릭관동대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,가톨릭관동대학교 사회복지대학원,가톨릭관동대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,가톨릭관동대학교 경영행정?창업대학원,가톨릭관동대학교경영행정창업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교,광신대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교대학원,광신대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교 국제대학원,광신대학교국제대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교 사회복지대학원,광신대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교신학대학원,광신대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교 음악대학원,광신대학교음악대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광신대학교상담치료대학원,광신대학교상담치료대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교,광운대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교대학원,광운대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교 경영대학원,광운대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교교육대학원,광운대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교 환경대학원,광운대학교환경대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교 건설법무대학원,광운대학교건설법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교 상담복지정책대학원,광운대학교상담복지정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광운대학교 스마트융합대학원,광운대학교스마트융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광주가톨릭대학교,광주가톨릭대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광주가톨릭대학교대학원,광주가톨릭대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광주여자대학교,광주여자대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광주여자대학교 일반대학원,광주여자대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광주여자대학교교육대학원,광주여자대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,광주여자대학교 사회개발대학원,광주여자대학교사회개발대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교,국민대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교대학원,국민대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교경영대학원,국민대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교교육대학원,국민대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교디자인대학원,국민대학교디자인대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교법무대학원,국민대학교법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교스포츠산업대학원,국민대학교스포츠산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교정치대학원,국민대학교정치대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교행정대학원,국민대학교행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교자동차공학전문대학원,국민대학교자동차공학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교테크노디자인전문대학원,국민대학교테크노디자인전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교비즈니스IT전문대학원,국민대학교비즈니스it전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교종합예술대학원,국민대학교종합예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교 글로벌창업벤처대학원,국민대학교글로벌창업벤처대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교 자동차산업대학원,국민대학교자동차산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교 소프트웨어융합대학원,국민대학교소프트웨어융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국민대학교 자동차모빌리티대학원,국민대학교자동차모빌리티대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,강서대학교,강서대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,강서대학교 일반대학원,강서대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,강서대학교 교육대학원,강서대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,강서대학교 사회복지대학원,강서대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,강서대학교 신학대학원,강서대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,극동대학교,극동대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,극동대학교일반대학원,극동대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,극동대학교교육대학원,극동대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,극동대학교 보건과학대학원,극동대학교보건과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,극동대학교 글로벌대학원,극동대학교글로벌대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,극동대학교 산업기술보안대학원,극동대학교산업기술보안대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교,나사렛대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교 일반대학원,나사렛대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교교육대학원,나사렛대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교 사회복지대학원,나사렛대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교신학대학원,나사렛대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교재활복지대학원,나사렛대학교재활복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,나사렛대학교 미래재활복지대학원,나사렛대학교미래재활복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교,단국대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 일반대학원,단국대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 경영대학원,단국대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 교육대학원,단국대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 문화예술대학원,단국대학교문화예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 정책경영대학원,단국대학교정책경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 특수교육대학원,단국대학교특수교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 스포츠과학대학원,단국대학교스포츠과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 행정법무대학원,단국대학교행정법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 보건복지대학원,단국대학교보건복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 부동산·건설대학원,단국대학교부동산건설대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 정보·지식재산대학원,단국대학교정보지식재산대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,단국대학교 정보융합기술?창업대학원,단국대학교정보융합기술창업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교,대구대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교대학원,대구대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교 대학원,대구대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교 교육대학원,대구대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교사회복지대학원,대구대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교 재활과학대학원,대구대학교재활과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교 특수교육대학원,대구대학교특수교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구대학교 디자인?산업행정대학원,대구대학교디자인산업행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구예술대학교,대구예술대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교,대구가톨릭대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교대학원,대구가톨릭대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 대학원,대구가톨릭대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 경영대학원,대구가톨릭대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교교육대학원,대구가톨릭대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 사회복지대학원,대구가톨릭대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 신학대학원,대구가톨릭대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 예술대학원,대구가톨릭대학교예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 상담대학원,대구가톨릭대학교상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 유아교육대학원,대구가톨릭대학교유아교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 유스티노자유대학원,대구가톨릭대학교유스티노자유대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 사회적경제경영대학원,대구가톨릭대학교사회적경제경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대구가톨릭대학교 의료보건산업대학원,대구가톨릭대학교의료보건산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,세한대학교,세한대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,세한대학교일반대학원,세한대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대신대학교,대신대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대신대학교 대학원,대신대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대신대학교 신학대학원,대신대학교신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전가톨릭대학교,대전가톨릭대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전가톨릭대학교 대학원,대전가톨릭대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전대학교,대전대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전대학교 일반대학원,대전대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전대학교 교육대학원,대전대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전대학교 상담대학원,대전대학교상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전대학교 보건의료대학원,대전대학교보건의료대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대전대학교 경영행정?사회복지?상담대학원,대전대학교경영행정사회복지상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대진대학교,대진대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대진대학교 대학원,대진대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대진대학교 공공정책대학원,대진대학교공공정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대진대학교 교육대학원,대진대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대진대학교 통일대학원,대진대학교통일대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,대진대학교 DNA플러스융합기술전문대학원,대진대학교dna플러스융합기술전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울기독대학교,서울기독대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울기독대학교 대학원,서울기독대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울기독대학교사회복지대학원,서울기독대학교사회복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울기독대학교 연합신학대학원,서울기독대학교연합신학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울기독대학교치유상담대학원,서울기독대학교치유상담대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울기독대학교 문화산업경영대학원,서울기독대학교문화산업경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,덕성여자대학교,덕성여자대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,덕성여자대학교 대학원,덕성여자대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,덕성여자대학교 교육대학원,덕성여자대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,덕성여자대학교 상담?산업대학원,덕성여자대학교상담산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교,동국대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 대학원,동국대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 일반대학원,동국대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 교육대학원,동국대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 문화예술대학원,동국대학교문화예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 법무대학원,동국대학교법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 불교대학원,동국대학교불교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교사회과학대학원(경),동국대학교사회과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 경영대학원,동국대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 언론정보대학원,동국대학교언론정보대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 행정대학원,동국대학교행정대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 영상대학원(전문),동국대학교영상대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교불교문화대학원,동국대학교불교문화대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 경영전문대학원,동국대학교경영전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 의학전문대학원,동국대학교의학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 경찰사법대학원,동국대학교경찰사법대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 국제정보보호대학원,동국대학교국제정보보호대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 미래융합대학원,동국대학교미래융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동국대학교 교육서비스과학대학원,동국대학교교육서비스과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교,동덕여자대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교일반대학원,동덕여자대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교 교육대학원,동덕여자대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교 공연예술대학원,동덕여자대학교공연예술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교 패션전문대학원,동덕여자대학교패션전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교 보건과학대학원,동덕여자대학교보건과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교 문화 예술치료대학원,동덕여자대학교문화예술치료대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동덕여자대학교 미래전략융합대학원,동덕여자대학교미래전략융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,동서대학교,동서대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
