outcome_row_id,major7_mapping_method,major7_mapping_confidence,dept_name_raw,major7_evidence,split,major_group_7
OC2024_09137,exact_dictionary,medium,기계설계공학부(기계설계전공) | 기계설계공학부(지능형모빌리티전공),unique dictionary inherited from matched rows: dept_field_std=기계설계공,train,
OC2024_04532,exact_dictionary,medium,융합소프트웨어학부,unique dictionary inherited from matched rows: dept_field_std=융합소프트웨어,val,
OC2024_02036,exact_dictionary,medium,스마트모빌리티공학과,unique dictionary inherited from matched rows: dept_field_std=스마트모빌리티공,train,
OC2024_03350,exact_dictionary,medium,전자전기공학부(전기공학전공) | 전자전기공학부(전자공학전공) | 전자전기공학부(정보통신공학전공),unique dictionary inherited from matched rows: dept_field_std=전자전기공,train,
OC2024_00407,exact_dictionary,medium,토목공학과,unique dictionary inherited from matched rows: dept_field_std=토목공,train,
OC2024_03953,exact_dictionary,medium,건축학과 | 건축학과(5년제),unique dictionary inherited from matched rows: dept_field_std=건축,train,
OC2024_00416,exact_dictionary,medium,화학공학전공,unique dictionary inherited from matched rows: dept_field_std=화학공학,train,
OC2024_02060,exact_dictionary,medium,정보통신공학과,unique dictionary inherited from matched rows: dept_field_std=정보통신공,train,
OC2024_09487,exact_dictionary,medium,토목환경공학전공,unique dictionary inherited from matched rows: dept_field_std=토목환경공학,train,
OC2024_00164,exact_dictionary,medium,항공교통물류학과 | 항공교통물류전공,unique dictionary inherited from matched rows: dept_field_std=항공교통물류,test,
OC2024_02065,exact_dictionary,medium,첨단재료공학과,unique dictionary inherited from matched rows: dept_field_std=첨단재료공,train,
OC2024_01796,exact_dictionary,medium,소프트웨어전공 | 소프트웨어학부,unique dictionary inherited from matched rows: dept_field_std=소프트웨어,train,
OC2024_00274,exact_dictionary,medium,건축학전공(5년제),unique dictionary inherited from matched rows: dept_field_std=건축학,train,
OC2024_04789,exact_dictionary,medium,건축학과(5년제),unique dictionary inherited from matched rows: dept_field_std=건축,test,
OC2024_04481,exact_dictionary,medium,신소재공학과,unique dictionary inherited from matched rows: dept_field_std=신소재공,val,
OC2024_01005,exact_dictionary,medium,에너지 신소재・화학공학부(신소재공학전공) | 에너지 신소재・화학공학부(에너지화학공학전공),unique dictionary inherited from matched rows: dept_field_std=에너지신소재화학공,val,
OC2024_06834,exact_dictionary,medium,영어영문학전공,unique dictionary inherited from matched rows: dept_field_std=영어영문학,train,
OC2024_00380,exact_dictionary,medium,자유전공학부(학생설계전공 인문사회계열) | 자유전공학부(학생설계전공 자연과학계열) | 자유전공학부(학생설계전공 인문사회계열),unique dictionary inherited from matched rows: dept_field_std=자유,train,
OC2024_09791,exact_dictionary,medium,철학전공 | 철학,unique dictionary inherited from matched rows: dept_field_std=철학,train,
OC2024_04991,exact_dictionary,medium,영어영문학부 | 영어영문학과,unique dictionary inherited from matched rows: dept_field_std=영어영문,val,
OC2024_03769,exact_dictionary,medium,일어일문학과,unique dictionary inherited from matched rows: dept_field_std=일어일문,train,
OC2024_00690,exact_dictionary,medium,국어국문학과,unique dictionary inherited from matched rows: dept_field_std=국어국문,train,
OC2024_04528,exact_dictionary,medium,영어영문학과,unique dictionary inherited from matched rows: dept_field_std=영어영문,val,
OC2024_03727,exact_dictionary,medium,국어국문학전공,unique dictionary inherited from matched rows: dept_field_std=국어국문학,train,
OC2024_06805,exact_dictionary,medium,국어국문학전공,unique dictionary inherited from matched rows: dept_field_std=국어국문학,train,
OC2024_01493,exact_dictionary,medium,프랑스어학과,unique dictionary inherited from matched rows: dept_field_std=프랑스어,train,
OC2024_03742,exact_dictionary,medium,불교학부,unique dictionary inherited from matched rows: dept_field_std=불교,train,
OC2024_01669,exact_dictionary,medium,고고미술사학과,unique dictionary inherited from matched rows: dept_field_std=고고미술사,train,
OC2024_07334,exact_dictionary,medium,역사문화학과 | 역사문화학부,unique dictionary inherited from matched rows: dept_field_std=역사문화,train,
OC2024_08357,exact_dictionary,medium,유럽언어문화학부 | 유럽언어문화학부(독일어문화학전공) | 유럽언어문화학부(러시아어전공) | 유럽언어문화학부(스페인어전공),unique dictionary inherited from matched rows: dept_field_std=유럽언어문화,train,
OC2024_03618,exact_dictionary,medium,역사·문화콘텐츠학부 | 역사·문화콘텐츠학과,unique dictionary inherited from matched rows: dept_field_std=역사문화콘텐츠,train,
OC2024_01473,exact_dictionary,medium,일본어학과,unique dictionary inherited from matched rows: dept_field_std=일본어,train,
OC2024_03365,exact_dictionary,medium,한국어문학부(국어국문학전공),unique dictionary inherited from matched rows: dept_field_std=한국어문,train,
OC2024_06025,exact_dictionary,medium,한국언어문화전공,unique dictionary inherited from matched rows: dept_field_std=한국언어문화,val,
OC2024_04500,exact_dictionary,medium,국어국문학과,unique dictionary inherited from matched rows: dept_field_std=국어국문,val,
OC2024_06659,exact_dictionary,medium,러시아언어문화학과 | 러시아언어문화전공,unique dictionary inherited from matched rows: dept_field_std=러시아언어문화,train,
OC2024_06816,exact_dictionary,medium,물리치료학과,unique dictionary inherited from matched rows: dept_field_std=물리치료,train,
OC2024_00060,exact_dictionary,medium,약학과 | 약학과(2+4학제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_07127,exact_dictionary,medium,약학과 | 약학과(2+4학제),unique dictionary inherited from matched rows: dept_field_std=약,val,
OC2024_05390,exact_dictionary,medium,약학과(2+4년제) | 약학과(6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_04846,exact_dictionary,medium,약학전공 | 약학전공(통합6년제),unique dictionary inherited from matched rows: dept_field_std=약학,test,
OC2024_00270,exact_dictionary,medium,간호학과,unique dictionary inherited from matched rows: dept_field_std=간호,train,
OC2024_03189,exact_dictionary,medium,보건안전학과,unique dictionary inherited from matched rows: dept_field_std=보건안전,train,
OC2024_01143,exact_dictionary,medium,약학과(2+4년제) | 약학과(6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_03246,exact_dictionary,medium,제약학전공 | 제약학전공(6년제),unique dictionary inherited from matched rows: dept_field_std=제약학,train,
OC2024_08015,exact_dictionary,medium,약학과 | 약학과(2+4년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_02328,exact_dictionary,medium,약학과(2+4학제) | 약학과(6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_02003,exact_dictionary,medium,간호학과(4년제),unique dictionary inherited from matched rows: dept_field_std=간호,train,
OC2024_01560,exact_dictionary,medium,약학과 | 약학부 | 약학과,unique dictionary inherited from matched rows: dept_field_std=약,val,
OC2024_03687,exact_dictionary,medium,약학과(2+4학제) | 약학과(6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_08349,exact_dictionary,medium,약학과(2+4학제) | 약학과(6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_03219,exact_dictionary,medium,약학부(통합6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_01455,exact_dictionary,medium,약학과(2+4년제) | 약학과(6년제),unique dictionary inherited from matched rows: dept_field_std=약,train,
OC2024_06822,exact_dictionary,medium,방사선학과,unique dictionary inherited from matched rows: dept_field_std=방사선,train,
OC2024_03220,exact_dictionary,medium,약학전공 | 약학전공(6년제),unique dictionary inherited from matched rows: dept_field_std=약학,train,
OC2024_08490,exact_dictionary,medium,의학부(의예) | 의학부(의학),unique dictionary inherited from matched rows: dept_field_std=의,test,
OC2024_00656,exact_dictionary,medium,의약바이오학과 | 의약바이오학부 | 의약바이오학과,unique dictionary inherited from matched rows: dept_field_std=의약바이오,test,
OC2024_00264,exact_dictionary,medium,식품영양학과 | 식품영양학부(식품영양학전공) | 식품영양학과,unique dictionary inherited from matched rows: dept_field_std=식품영양,train,
OC2024_06828,exact_dictionary,medium,생명과학기술학부,unique dictionary inherited from matched rows: dept_field_std=생명과학기술,train,
OC2024_01735,exact_dictionary,medium,식품영양학과 | 식품영양학부 | 식품영양학과,unique dictionary inherited from matched rows: dept_field_std=식품영양,val,
OC2024_05380,exact_dictionary,medium,소비자아동학부(소비자학전공) | 소비자아동학부(아동가족학전공),unique dictionary inherited from matched rows: dept_field_std=소비자아동,train,
OC2024_03123,exact_dictionary,medium,의생명과학부,unique dictionary inherited from matched rows: dept_field_std=의생명과,train,
OC2024_06818,exact_dictionary,medium,바이오공학전공,unique dictionary inherited from matched rows: dept_field_std=바이오공학,train,
OC2024_09449,exact_dictionary,medium,바이오제약공학과,unique dictionary inherited from matched rows: dept_field_std=바이오제약공,train,
OC2024_06827,exact_dictionary,medium,생명과학전공,unique dictionary inherited from matched rows: dept_field_std=생명과학,train,
OC2024_02024,exact_dictionary,medium,물리학과,unique dictionary inherited from matched rows: dept_field_std=물리,train,
OC2024_05874,exact_dictionary,medium,지리학과,unique dictionary inherited from matched rows: dept_field_std=지리,train,
OC2024_05844,exact_dictionary,medium,바이오헬스융합학부,unique dictionary inherited from matched rows: dept_field_std=바이오헬스융합,train,
OC2024_09152,exact_dictionary,medium,뇌인지과학과,unique dictionary inherited from matched rows: dept_field_std=뇌인지과,train,
OC2024_03371,exact_dictionary,medium,화학생명과학부(나노화학전공) | 화학생명과학부(생명과학전공),unique dictionary inherited from matched rows: dept_field_std=화학생명과,train,
OC2024_07988,exact_dictionary,medium,산림자원학과,unique dictionary inherited from matched rows: dept_field_std=산림자원,train,
OC2024_03320,exact_dictionary,medium,생명환경학부(바이오산업학전공),unique dictionary inherited from matched rows: dept_field_std=생명환경,train,
OC2024_06857,exact_dictionary,medium,환경공학전공,unique dictionary inherited from matched rows: dept_field_std=환경공학,train,
OC2024_01723,exact_dictionary,medium,환경시스템공학과,unique dictionary inherited from matched rows: dept_field_std=환경시스템공,train,
OC2024_03105,exact_dictionary,medium,생명과학부 | 생명과학과 | 생명과학부,unique dictionary inherited from matched rows: dept_field_std=생명과,train,
OC2024_02052,exact_dictionary,medium,의류학과,unique dictionary inherited from matched rows: dept_field_std=의류,train,
OC2024_00730,exact_dictionary,medium,행정학과,unique dictionary inherited from matched rows: dept_field_std=행정,train,
OC2024_04896,exact_dictionary,medium,경제금융전공 | 경제금융학과,unique dictionary inherited from matched rows: dept_field_std=경제금융,train,
OC2024_09801,exact_dictionary,medium,행정학전공,unique dictionary inherited from matched rows: dept_field_std=행정학,train,
OC2024_05826,exact_dictionary,medium,경영학과 | 경영학부,unique dictionary inherited from matched rows: dept_field_std=경영,train,
OC2024_07589,exact_dictionary,medium,경영학과 | 경영학부,unique dictionary inherited from matched rows: dept_field_std=경영,train,
OC2024_08466,exact_dictionary,medium,국제물류학과,unique dictionary inherited from matched rows: dept_field_std=국제물류,test,
OC2024_06045,exact_dictionary,medium,사회복지상담학과,unique dictionary inherited from matched rows: dept_field_std=사회복지상담,train,
OC2024_07295,exact_dictionary,medium,경영학과 | 경영학부,unique dictionary inherited from matched rows: dept_field_std=경영,train,
OC2024_05283,exact_dictionary,medium,경영학과(경영학전공) | 경영학과(글로벌테크노경영전공),unique dictionary inherited from matched rows: dept_field_std=경영,val,
OC2024_00701,exact_dictionary,medium,법학과,unique dictionary inherited from matched rows: dept_field_std=법,train,
OC2024_06825,exact_dictionary,medium,보건행정학전공,unique dictionary inherited from matched rows: dept_field_std=보건행정학,train,
OC2024_06100,exact_dictionary,medium,경영 | 경영학부 | 경영,unique dictionary inherited from matched rows: dept_field_std=경영,train,
OC2024_02906,exact_dictionary,medium,경찰소방학과 | 경찰소방학부(경찰행정전공) | 경찰소방학부(소방학전공),unique dictionary inherited from matched rows: dept_field_std=경찰소방,test,
OC2024_09134,exact_dictionary,medium,경영학부 (IT경영전공) | 경영학부(경영학전공) | 경영학부(데이터사이언스경영전공),unique dictionary inherited from matched rows: dept_field_std=경영,train,
OC2024_03600,exact_dictionary,medium,사회복지학과,unique dictionary inherited from matched rows: dept_field_std=사회복지,train,
OC2024_08384,exact_dictionary,medium,행정복지학부 | 행정복지학부(사회복지학전공) | 행정복지학부(행정학전공),unique dictionary inherited from matched rows: dept_field_std=행정복지,train,
OC2024_06999,exact_dictionary,medium,부동산학과,unique dictionary inherited from matched rows: dept_field_std=부동산,test,
OC2024_02910,exact_dictionary,medium,사회복지상담학부(사회복지전공) | 사회복지상담학부(상담심리전공),unique dictionary inherited from matched rows: dept_field_std=사회복지상담,test,
OC2024_05838,exact_dictionary,medium,문화예술경영학과,unique dictionary inherited from matched rows: dept_field_std=문화예술경영,train,
OC2024_04496,exact_dictionary,medium,경영학과,unique dictionary inherited from matched rows: dept_field_std=경영,val,
OC2024_00626,unknown,unknown,K-문화산업학과,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_00903,ambiguous,low,스포츠마케팅학과 | 스포츠마케팅학과(예체능),"hits=ART,SOC; evidence=ART:스포츠 | SOC:마케팅; ambiguous_token=False",train,
OC2024_01403,ambiguous,low,Hospitality경영학과 | Hospitality경영학부,"hits=ENG,SOC; evidence=ENG:it | SOC:경영; ambiguous_token=False",train,
OC2024_01420,unknown,unknown,글로벌커뮤니케이션학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01451,ambiguous,low,식물・환경신소재공학과,"hits=ENG,NAT; evidence=ENG:신소재/공학 | NAT:환경; ambiguous_token=False",train,
OC2024_01502,ambiguous,low,환경조경디자인학과,"hits=NAT,ART; evidence=NAT:환경 | ART:디자인; ambiguous_token=False",train,
OC2024_01671,unknown,unknown,공공사회·통일외교학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01676,ambiguous,low,국제스포츠학부,"hits=ART,SOC; evidence=ART:스포츠 | SOC:국제; ambiguous_token=False",train,
OC2024_01679,ambiguous,low,데이터계산과학전공,"hits=ENG,NAT; evidence=ENG:데이터 | NAT:과학; ambiguous_token=False",train,
OC2024_01681,unknown,unknown,독일학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01682,ambiguous,low,디스플레이・반도체물리학과,"hits=ENG,NAT; evidence=ENG:반도체 | NAT:물리; ambiguous_token=False",train,
OC2024_01683,unknown,unknown,디스플레이융합전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01685,ambiguous,low,문화ICT융합전공,hits=ENG; evidence=ENG:ict; ambiguous_token=True,train,
OC2024_01686,unknown,unknown,문화유산융합학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01692,unknown,unknown,북한학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01699,unknown,unknown,스마트도시학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01705,unknown,unknown,영미학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01711,ambiguous,low,전자·기계융합공학과,hits=ENG; evidence=ENG:기계/전자/공학; ambiguous_token=True,train,
OC2024_01718,ambiguous,low,컴퓨터융합소프트웨어학과,hits=ENG; evidence=ENG:컴퓨터/소프트웨어; ambiguous_token=True,train,
OC2024_01720,unknown,unknown,통일외교안보전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01721,unknown,unknown,표준・지식학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01818,unknown,unknown,지능정보전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01820,unknown,unknown,지능컴퓨팅시스템전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_01918,ambiguous,low,미래융합학부(뷰티산업학과) | 미래융합학부(사회복지상담전공) | 미래융합학부(사회복지상담학과) | 미래융합학부(언어재활심리학과) | 미래융합학부(언어재활전공) | 미래융합학부(영양식품학과),"hits=MED,ART,SOC,HUM; evidence=MED:재활 | ART:뷰티 | SOC:사회복지/심리/상담 | HUM:언어; ambiguous_token=True",train,
OC2024_01962,ambiguous,low,수학물리학부 | 수학물리학부(물리・에너지전공) | 수학물리학부(수학전공),"hits=ENG,NAT; evidence=ENG:에너지 | NAT:수학/물리; ambiguous_token=False",train,
OC2024_02013,ambiguous,low,기계교육과,"hits=ENG,EDU; evidence=ENG:기계 | EDU:교육; ambiguous_token=False",train,
OC2024_02023,unknown,unknown,문화유산학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_02026,unknown,unknown,민속학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_02033,unknown,unknown,생약자원학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_02045,ambiguous,low,원예・생약융합학부,hits=NAT; evidence=NAT:원예; ambiguous_token=True,train,
OC2024_02056,ambiguous,low,전기전자교육과,"hits=ENG,EDU; evidence=ENG:전자/전기 | EDU:교육; ambiguous_token=False",train,
OC2024_02058,ambiguous,low,전자공학교육과,"hits=ENG,EDU; evidence=ENG:전자/공학 | EDU:교육; ambiguous_token=False",train,
OC2024_02064,ambiguous,low,창의융합학부(이공계열) | 창의융합학부(인문사회계열),"hits=SOC,HUM; evidence=SOC:회계 | HUM:인문; ambiguous_token=True",train,
OC2024_02072,ambiguous,low,한자문화콘텐츠학과,"hits=ART,HUM; evidence=ART:콘텐츠 | HUM:문화콘텐츠; ambiguous_token=False",train,
OC2024_02248,ambiguous,low,첨단과학기술학부 | 첨단과학기술학부(반도체물리전공) | 첨단과학기술학부(소재화학전공),"hits=ENG,NAT; evidence=ENG:반도체 | NAT:물리/화학/과학; ambiguous_token=False",train,
OC2024_02408,ambiguous,low,데이터비즈니스융합전공,"hits=ENG,SOC; evidence=ENG:데이터 | SOC:비즈니스; ambiguous_token=True",train,
OC2024_02500,ambiguous,low,고분자·화학공학부(고분자공학전공) | 고분자·화학공학부(화학공학전공),"hits=ENG,NAT; evidence=ENG:화학공학/공학 | NAT:화학; ambiguous_token=False",train,
OC2024_02543,ambiguous,low,정보통신·멀티미디어공학부(멀티미디어공학전공) | 정보통신·멀티미디어공학부(정보통신공학전공),"hits=ENG,ART; evidence=ENG:정보통신/공학 | ART:미디어; ambiguous_token=False",train,
OC2024_02706,ambiguous,low,전자전기정보공학부(나노반도체공학전공) | 전자전기정보공학부(데이터사이언스전공) | 전자전기정보공학부(전기전자공학전공) | 전자전기정보공학부(전자정보통신공학전공) | 전자전기정보공학부(전자통신공학전공) | 전자전기정보공학부(전파융합공학전공),hits=ENG; evidence=ENG:데이터사이언스/데이터/전자/전기/정보통신; ambiguous_token=True,test,
OC2024_02717,ambiguous,low,"해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양생물공학전공, 수산바이오공학전공) | 해양과학융합학부(해양환경학전공) | 해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양환경학전공)","hits=ENG,NAT; evidence=ENG:공학 | NAT:생물/환경/수산/바이오/과학; ambiguous_token=True",test,
OC2024_02925,ambiguous,low,항공호텔조리학부(항공호텔전공) | 항공호텔조리학부(호텔조리전공),"hits=ENG,SOC; evidence=ENG:항공 | SOC:호텔; ambiguous_token=False",test,
OC2024_02928,ambiguous,low,IT인공지능학부 | IT인공지능학부(인공지능빅데이터트랙/정보통신보안트랙/멀티미디어콘텐츠트랙),"hits=ENG,ART; evidence=ENG:인공지능/데이터/정보통신/it/보안 | ART:콘텐츠/미디어; ambiguous_token=False",test,
OC2024_03090,ambiguous,low,국제스포츠학과 | 국제스포츠학부 | 국제스포츠학부,"hits=ART,SOC; evidence=ART:스포츠 | SOC:국제; ambiguous_token=False",train,
OC2024_03296,ambiguous,low,글로벌언어문화학부(영어영문학전공) | 글로벌언어문화학부(중국어중국학전공),"hits=NAT,HUM; evidence=NAT:화학 | HUM:영문/언어/문학; ambiguous_token=False",train,
OC2024_03298,ambiguous,low,글로컬융합학부(평생교육・청소년학전공),hits=EDU; evidence=EDU:교육; ambiguous_token=True,train,
OC2024_03310,ambiguous,low,미디어커뮤니케이션학부 | 미디어커뮤니케이션학부(광고PR전공) | 미디어커뮤니케이션학부(영상콘텐츠전공),"hits=ART,SOC; evidence=ART:영상/콘텐츠/미디어 | SOC:광고; ambiguous_token=False",train,
OC2024_03325,ambiguous,low,시각디자인융합학부(서비스마케팅디자인전공) | 시각디자인융합학부(시각디자인전공) | 시각디자인융합학부(시각디자인전공),"hits=ART,SOC; evidence=ART:디자인 | SOC:마케팅; ambiguous_token=True",train,
OC2024_03373,ambiguous,low,휴먼케어창의학부(실버복지・복지상담학전공) | 휴먼케어창의학부(자산관리・6차산업학전공),"hits=MED,SOC; evidence=MED:의학 | SOC:상담; ambiguous_token=False",train,
OC2024_03396,ambiguous,low,K-뷰티비즈니스전공 | K-뷰티비즈니스학과,"hits=ART,SOC; evidence=ART:뷰티 | SOC:비즈니스; ambiguous_token=False",train,
OC2024_03415,ambiguous,low,미술심리치료전공 | 미술심리치료학과,"hits=ART,SOC; evidence=ART:미술 | SOC:심리; ambiguous_token=False",train,
OC2024_03535,ambiguous,low,방송공연예술학과,"hits=ART,SOC; evidence=ART:예술 | SOC:방송; ambiguous_token=False",val,
OC2024_03982,ambiguous,low,반려동물산업디자인전공,"hits=NAT,ART; evidence=NAT:동물 | ART:디자인/산업디자인; ambiguous_token=False",train,
OC2024_04010,unknown,unknown,자율운항시스템전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04023,unknown,unknown,펫푸드전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04464,unknown,unknown,건축학부 전통건축전공(5년제),"no inherited, dictionary, or strict keyword evidence",val,
OC2024_04474,unknown,unknown,바둑학과,"no inherited, dictionary, or strict keyword evidence",val,
OC2024_04511,ambiguous,low,미래융합경영학과,hits=SOC; evidence=SOC:경영; ambiguous_token=True,val,
OC2024_04522,ambiguous,low,스포츠산업경영학과,"hits=ART,SOC; evidence=ART:스포츠 | SOC:경영; ambiguous_token=False",val,
OC2024_04527,unknown,unknown,아랍지역학과,"no inherited, dictionary, or strict keyword evidence",val,
OC2024_04533,ambiguous,low,융합예술실용음악학과,hits=ART; evidence=ART:음악/실용음악/예술; ambiguous_token=True,val,
OC2024_04538,unknown,unknown,청소년지도학과,"no inherited, dictionary, or strict keyword evidence",val,
OC2024_04669,ambiguous,low,보건의료복지학과 | 보건의료복지학과(인문사회계열),"hits=MED,SOC,HUM; evidence=MED:보건/의료 | SOC:회계 | HUM:인문; ambiguous_token=False",train,
OC2024_04894,unknown,unknown,G2(영·중)융합학부 | G2융합학과 | G2융합학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04934,unknown,unknown,아랍학과 | 아랍전공 | 아랍학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04935,unknown,unknown,아세안학부(미얀마어전공) | 아세안학부(베트남어전공) | 아세안학부(인도네시아・말레이시아전공) | 아세안학부(인도어전공) | 아세안학부(태국어전공),"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04936,ambiguous,low,영상콘텐츠융합전공 | 영상콘텐츠융합학과,hits=ART; evidence=ART:영상/콘텐츠; ambiguous_token=True,train,
OC2024_04939,unknown,unknown,유럽학부(유럽지역통상전공) | 유럽학부(이탈리아어전공) | 유럽학부(프랑스어전공),"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04941,unknown,unknown,유럽지역통상전공 | 유럽지역통상학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04946,unknown,unknown,인도네시아・말레이시아전공 | 인도네시아・말레이시아학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04948,ambiguous,low,일본어융합학부(비즈니스일본어전공) | 일본어융합학부(일본IT전공) | 일본어융합학부(한일문화콘텐츠전공),"hits=ENG,ART,SOC,HUM; evidence=ENG:it | ART:콘텐츠 | SOC:비즈니스 | HUM:일문/문화콘텐츠; ambiguous_token=True",train,
OC2024_04950,ambiguous,low,전자로봇・보안학부(스마트융합보안전공) | 전자로봇・보안학부(전자로봇전공),hits=ENG; evidence=ENG:전자/로봇/보안; ambiguous_token=True,train,
OC2024_04953,unknown,unknown,중동학부(아랍전공) | 중동학부(터키어전공),"no inherited, dictionary, or strict keyword evidence",train,
OC2024_04967,ambiguous,low,한국어문화학부 | 한국어문화학부(한국어교육전공) | 한국어문화학부(한국언어문화전공) | 한국어문화학부(한국어교육전공) | 한국어문화학부(한국언어문화전공),"hits=NAT,EDU,HUM; evidence=NAT:화학 | EDU:교육/국어교육 | HUM:언어; ambiguous_token=False",train,
OC2024_05498,unknown,unknown,개인정보보호전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_05724,ambiguous,low,글로벌미디어아트경영전공,"hits=ART,SOC; evidence=ART:미디어 | SOC:경영; ambiguous_token=False",train,
OC2024_05753,unknown,unknown,AI융합운영전공,"no inherited, dictionary, or strict keyword evidence",val,
OC2024_05841,ambiguous,low,바이오생명공학과,"hits=ENG,NAT; evidence=ENG:공학 | NAT:바이오; ambiguous_token=False",train,
OC2024_05851,ambiguous,low,서비스・디자인공학과,"hits=ENG,ART; evidence=ENG:공학 | ART:디자인; ambiguous_token=False",train,
OC2024_05854,unknown,unknown,소비자생활문화산업학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_05856,ambiguous,low,수리통계데이터사이언스학부,"hits=ENG,NAT; evidence=ENG:데이터사이언스/데이터 | NAT:통계; ambiguous_token=False",train,
OC2024_05865,ambiguous,low,융합보안공학과,hits=ENG; evidence=ENG:공학/보안; ambiguous_token=True,train,
OC2024_05875,ambiguous,low,청정융합에너지공학과,hits=ENG; evidence=ENG:에너지/공학; ambiguous_token=True,train,
OC2024_05882,ambiguous,low,화학・에너지융합학부,"hits=ENG,NAT; evidence=ENG:에너지 | NAT:화학; ambiguous_token=True",train,
OC2024_06004,ambiguous,low,우주항공드론공학부(우주항공공학전공) | 우주항공드론공학부(지능형드론융합전공) | 우주항공드론공학부(항공시스템공학전공) | 우주항공드론공학부(우주항공공학전공),hits=ENG; evidence=ENG:항공/공학; ambiguous_token=True,val,
OC2024_06371,unknown,unknown,문화유산학과 | 문화유산학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06754,unknown,unknown,언더우드학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06797,unknown,unknown,East Asian Economy and Business,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06807,unknown,unknown,글로벌엘리트학부,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06812,unknown,unknown,디지털아트전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06813,unknown,unknown,디지털아트학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06815,ambiguous,low,물리및공학물리학전공,"hits=ENG,NAT; evidence=ENG:공학 | NAT:물리; ambiguous_token=False",train,
OC2024_06819,ambiguous,low,바이오융합공학전공,"hits=ENG,NAT; evidence=ENG:공학 | NAT:바이오; ambiguous_token=True",train,
OC2024_06820,ambiguous,low,반도체시스템융합공학전공,hits=ENG; evidence=ENG:반도체/공학; ambiguous_token=True,train,
OC2024_06821,ambiguous,low,반도체인프라및환경융합공학전공,"hits=ENG,NAT; evidence=ENG:반도체/공학 | NAT:환경; ambiguous_token=True",train,
OC2024_06836,ambiguous,low,응용전기전자융합공학전공,hits=ENG; evidence=ENG:전자/전기/공학; ambiguous_token=True,train,
OC2024_06840,ambiguous,low,의료시스템공학전공,"hits=MED,ENG; evidence=MED:의료 | ENG:공학; ambiguous_token=False",train,
OC2024_06848,ambiguous,low,친환경에너지공학전공,"hits=ENG,NAT; evidence=ENG:에너지/공학 | NAT:환경; ambiguous_token=False",train,
OC2024_06851,unknown,unknown,패키징학과,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06852,unknown,unknown,패키징및물류학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06853,unknown,unknown,패키징학전공,"no inherited, dictionary, or strict keyword evidence",train,
OC2024_06854,ambiguous,low,한국문화・경영전공,"hits=SOC,HUM; evidence=SOC:경영 | HUM:국문; ambiguous_token=False",train,
OC2024_06985,unknown,unknown,Bakery&Beverage전공,"no inherited, dictionary, or strict keyword evidence",test,
OC2024_06986,unknown,unknown,K-Food조리전공,"no inherited, dictionary, or strict keyword evidence",test,
